ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
20110050048,20110050048,20000119,20000213,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110050052,20110050052,20000120,20000213,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110050082,20110050082,19991230,20000129,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110050101,20110050101,19991214,20000212,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110050116,20110050116,20000103,20000128,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110050136,20110050136,19991227,20000211,998,NA,NA,NA,NA,NA,3,NA,2,NA
20110050157,20110050157,20000120,20000128,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110050201,20110050201,20000103,20000203,2,NA,NA,2,NA,NA,1,NA,1,NA
20110050204,20110050204,19991227,20000130,NA,1,NA,NA,NA,NA,3,NA,1,NA
20110050216,20110050216,19991220,20000128,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110050293,20110050293,19991214,20000209,NA,2,NA,NA,NA,2,998,NA,NA,NA
20110050294,20110050294,19991215,20000126,2,NA,NA,2,NA,NA,1,NA,1,NA
20110050307,20110050307,20000103,20000129,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110050353,20110050353,20000104,20000206,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110050362,20110050362,20000121,20000201,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110050373,20110050373,20000121,20000202,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110050379,20110050379,20000120,20000205,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110050405,20110050405,19991227,20000215,NA,NA,NA,NA,NA,2,3,NA,1,NA
20110050406,20110050406,19991226,20000201,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110050421,20110050421,20000106,20000214,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110050442,20110050442,20000120,20000201,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110050449,20110050449,20000121,20000126,NA,2,NA,NA,NA,2,2,NA,1,NA
20110050477,20110050477,19991220,20000129,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110050586,20110050586,20000120,20000213,3,NA,NA,NA,NA,NA,3,NA,1,NA
20110050620,20110050620,19991222,20000203,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110050638,20110050638,19991230,20000129,3,NA,NA,NA,NA,NA,998,NA,NA,NA
20110050648,20110050648,20000114,20000127,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20110050686,20110050686,20000121,20000201,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110050694,20110050694,19991221,20000213,NA,1,NA,NA,NA,1,1,NA,2,NA
20110050716,20110050716,19991226,20000131,NA,1,NA,NA,NA,1,2,NA,2,NA
20110050722,20110050722,20000123,20000131,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110050723,20110050723,20000122,20000210,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110050728,20110050728,20000120,20000206,NA,2,NA,NA,NA,2,2,NA,1,NA
20110050731,20110050731,20000121,20000130,3,NA,NA,3,NA,NA,3,NA,1,NA
20110050735,20110050735,20000121,20000205,998,NA,NA,3,NA,NA,3,NA,1,NA
20110050740,20110050740,20000104,20000201,2,NA,NA,2,NA,NA,1,NA,1,NA
20110050763,20110050763,19991215,20000202,NA,2,NA,NA,NA,2,2,NA,1,NA
20110050764,20110050764,19991217,20000211,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110050768,20110050768,19991223,20000131,2,NA,NA,2,NA,NA,1,NA,1,NA
20110050792,20110050792,20000121,20000204,NA,2,NA,NA,NA,2,2,NA,1,NA
20110050799,20110050799,20000119,20000212,NA,998,NA,NA,NA,NA,2,NA,1,NA
20110050806,20110050806,19991214,20000201,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110050808,20110050808,19991222,20000131,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110050820,20110050820,20000105,20000213,6,NA,NA,NA,NA,NA,1,NA,1,NA
20110050828,20110050828,20000114,20000210,NA,2,NA,NA,NA,2,3,NA,2,NA
20110050831,20110050831,20000119,20000131,NA,1,NA,NA,NA,1,3,NA,1,NA
20110050871,20110050871,19991230,20000213,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110050887,20110050887,19991214,20000210,NA,1,NA,NA,NA,NA,3,NA,1,NA
20110050899,20110050899,19991214,20000210,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110050913,20110050913,20000120,20000202,NA,1,NA,NA,NA,1,2,NA,1,NA
20110050986,20110050986,19991229,20000209,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110050998,20110050998,20000122,20000209,2,NA,NA,NA,NA,2,2,NA,2,NA
20110051002,20110051002,20000118,20000131,3,NA,NA,3,NA,NA,1,NA,1,NA
20110051035,20110051035,19991223,20000128,NA,2,NA,NA,NA,1,2,NA,998,NA
20110051038,20110051038,19991230,20000214,NA,2,NA,NA,NA,2,2,NA,1,NA
20110051046,20110051046,20000104,20000212,3,NA,NA,3,NA,NA,1,NA,2,NA
20110051052,20110051052,19991220,20000128,NA,998,NA,NA,NA,NA,2,NA,1,NA
20110051074,20110051074,19991221,20000207,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110051107,20110051107,19991215,20000130,6,NA,NA,NA,NA,2,3,NA,1,NA
20110051110,20110051110,19991216,20000212,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110051113,20110051113,19991219,20000128,5,NA,NA,5,NA,NA,1,NA,1,NA
20110051114,20110051114,19991219,20000129,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110051122,20110051122,20000103,20000129,NA,1,NA,NA,NA,1,2,NA,1,NA
20110051126,20110051126,19991214,20000209,2,NA,NA,2,NA,NA,1,NA,1,NA
20110051134,20110051134,19991219,20000210,2,NA,NA,6,NA,NA,1,NA,2,NA
20110051218,20110051218,20000120,20000206,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110051238,20110051238,19991227,20000129,NA,2,NA,NA,NA,2,2,NA,2,NA
20110051254,20110051254,20000123,20000210,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110051277,20110051277,19991230,20000201,2,NA,NA,2,NA,NA,1,NA,1,NA
20110051289,20110051289,20000121,20000130,NA,1,NA,NA,NA,NA,2,NA,2,NA
20110051309,20110051309,19991218,20000129,6,NA,NA,NA,NA,NA,1,NA,1,NA
20110051328,20110051328,20000123,20000129,6,NA,NA,6,NA,NA,1,NA,1,NA
20110051341,20110051341,20000121,20000209,5,NA,NA,NA,NA,NA,1,NA,1,NA
20110051350,20110051350,19991230,20000213,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110051425,20110051425,19991218,20000212,6,NA,NA,6,NA,NA,1,NA,2,NA
20110051428,20110051428,20000119,20000210,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110051460,20110051460,19991220,20000212,NA,1,NA,NA,NA,NA,3,NA,1,NA
20110051522,20110051522,19991228,20000210,998,NA,NA,5,NA,NA,1,NA,2,NA
20110051561,20110051561,20000118,20000210,NA,2,NA,NA,NA,NA,4,NA,NA,NA
20110051590,20110051590,19991229,20000129,NA,998,NA,NA,NA,2,2,NA,2,NA
20110051607,20110051607,20000120,20000126,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110051612,20110051612,20000119,20000130,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110051642,20110051642,19991228,20000210,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110051669,20110051669,20000121,20000128,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110051679,20110051679,20000120,20000202,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110051680,20110051680,20000119,20000131,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110051685,20110051685,20000120,20000201,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110051729,20110051729,20000119,20000126,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110051731,20110051731,20000119,20000201,NA,2,NA,NA,NA,2,2,NA,1,NA
20110051732,20110051732,20000119,20000209,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110051752,20110051752,19991220,20000206,NA,1,NA,NA,NA,NA,2,NA,2,NA
20110051754,20110051754,19991220,20000126,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110051757,20110051757,20000103,20000201,NA,1,NA,NA,NA,1,3,NA,2,NA
20110051768,20110051768,19991229,20000206,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110051792,20110051792,19991217,20000128,NA,2,NA,NA,NA,NA,3,NA,1,NA
20110051812,20110051812,20000118,20000201,NA,2,NA,NA,NA,2,2,NA,1,NA
20110051834,20110051834,20000115,20000128,NA,999,NA,999,NA,NA,2,NA,1,NA
20110051836,20110051836,20000105,20000213,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110051837,20110051837,19991214,20000212,NA,NA,NA,NA,NA,2,3,NA,1,NA
20110051849,20110051849,19991219,20000212,NA,2,NA,NA,NA,2,2,NA,1,NA
20110051858,20110051858,19991219,20000212,NA,2,NA,NA,NA,2,2,NA,1,NA
20110051861,20110051861,19991230,20000215,2,NA,NA,5,NA,NA,3,NA,1,NA
20110051864,20110051864,19991222,20000210,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110051873,20110051873,20000103,20000126,NA,1,NA,NA,NA,NA,2,NA,1,NA
20110051906,20110051906,19991223,20000127,NA,NA,NA,NA,NA,NA,998,NA,NA,NA
20110051919,20110051919,20000119,20000210,NA,2,NA,NA,NA,2,2,NA,2,NA
20110051936,20110051936,20000122,20000202,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110051948,20110051948,19991228,20000209,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110051971,20110051971,19991230,20000126,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110052071,20110052071,20000118,20000131,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110052076,20110052076,20000119,20000212,2,NA,NA,NA,NA,NA,3,NA,2,NA
20110052157,20110052157,19991219,20000126,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110052159,20110052159,19991230,20000127,NA,1,NA,NA,NA,NA,3,NA,2,NA
20110052199,20110052199,19991221,20000127,NA,2,NA,NA,NA,2,2,NA,1,NA
20110052201,20110052201,20000120,20000127,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110052203,20110052203,20000120,20000126,3,NA,NA,3,NA,NA,1,NA,1,NA
20110052238,20110052238,19991230,20000129,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110052247,20110052247,20000119,20000213,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110052260,20110052260,20000120,20000126,2,NA,NA,5,NA,NA,1,NA,1,NA
20110052265,20110052265,20000120,20000201,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110052266,20110052266,20000123,20000130,NA,2,NA,NA,NA,2,2,NA,1,NA
20110052307,20110052307,19991220,20000212,NA,2,NA,NA,NA,NA,4,NA,NA,NA
20110052308,20110052308,19991218,20000127,2,NA,NA,2,NA,NA,1,NA,1,NA
20110052327,20110052327,20000104,20000201,2,NA,NA,NA,NA,NA,3,NA,2,NA
20110052343,20110052343,20000104,20000131,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110052346,20110052346,19991230,20000202,NA,2,NA,NA,NA,2,2,NA,1,NA
20110052356,20110052356,20000106,20000211,2,NA,NA,2,NA,NA,3,NA,1,NA
20110052368,20110052368,20000121,20000201,NA,2,NA,NA,NA,NA,3,NA,1,NA
20110052467,20110052467,20000122,20000214,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110052534,20110052534,19991219,20000204,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110052539,20110052539,19991222,20000130,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110052542,20110052542,19991227,20000213,NA,1,NA,NA,NA,1,3,NA,2,NA
20110052543,20110052543,19991227,20000210,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110052546,20110052546,20000104,20000130,NA,1,NA,NA,NA,NA,2,NA,2,NA
20110052560,20110052560,19991216,20000126,NA,1,NA,NA,NA,NA,1,NA,2,NA
20110052581,20110052581,20000108,20000204,NA,1,NA,NA,NA,1,3,NA,1,NA
20110052599,20110052599,20000120,20000203,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110052635,20110052635,19991228,20000127,NA,1,NA,NA,NA,1,2,NA,2,NA
20110052693,20110052693,20000120,20000211,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110052694,20110052694,20000120,20000126,NA,2,NA,NA,NA,2,2,NA,1,NA
20110052731,20110052731,20000104,20000129,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110052791,20110052791,19991222,20000201,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110052797,20110052797,19991215,20000206,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110052813,20110052813,20000119,20000129,NA,2,NA,NA,NA,2,2,NA,1,NA
20110052827,20110052827,20000121,20000131,3,NA,NA,3,NA,NA,3,NA,1,NA
20110052830,20110052830,20000121,20000201,2,NA,NA,2,NA,NA,1,NA,1,NA
20110052837,20110052837,20000104,20000212,NA,1,NA,NA,NA,NA,3,NA,1,NA
20110052838,20110052838,19991228,20000126,NA,2,NA,NA,NA,NA,3,NA,2,NA
20110052839,20110052839,19991228,20000206,5,NA,NA,NA,NA,NA,1,NA,1,NA
20110052856,20110052856,20000117,20000211,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110052865,20110052865,20000108,20000212,NA,1,NA,NA,NA,1,3,NA,2,NA
20110052871,20110052871,20000121,20000127,3,NA,NA,NA,NA,NA,1,NA,2,NA
20110052886,20110052886,20000104,20000128,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110052909,20110052909,19991222,20000126,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110052921,20110052921,20000103,20000202,2,NA,NA,NA,NA,NA,3,NA,1,NA
20110052935,20110052935,19991218,20000201,NA,1,NA,3,NA,NA,3,NA,2,NA
20110052966,20110052966,19991218,20000212,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110052998,20110052998,20000107,20000206,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110053023,20110053023,19991229,20000130,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110053028,20110053028,19991230,20000213,2,NA,NA,NA,NA,NA,2,NA,1,NA
20110053051,20110053051,19991215,20000131,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110053056,20110053056,20000121,20000215,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110053062,20110053062,20000118,20000211,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110053084,20110053084,19991227,20000129,2,NA,NA,2,NA,NA,1,NA,1,NA
20110053091,20110053091,20000119,20000131,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110053118,20110053118,19991223,20000209,NA,1,NA,NA,NA,NA,2,NA,1,NA
20110053120,20110053120,20000103,20000201,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110053132,20110053132,20000121,20000210,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110053137,20110053137,20000103,20000201,6,NA,NA,6,NA,NA,3,NA,1,NA
20110053148,20110053148,20000123,20000126,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053195,20110053195,20000105,20000210,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110053220,20110053220,20000119,20000209,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110053223,20110053223,20000122,20000128,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110053254,20110053254,19991227,20000126,NA,998,NA,NA,NA,NA,2,NA,1,NA
20110053257,20110053257,19991219,20000128,2,NA,NA,3,NA,NA,1,NA,1,NA
20110053266,20110053266,20000103,20000129,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110053272,20110053272,20000121,20000126,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110053292,20110053292,20000120,20000127,3,NA,NA,3,NA,NA,1,NA,1,NA
20110053309,20110053309,20000123,20000203,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110053313,20110053313,20000120,20000209,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110053365,20110053365,19991222,20000202,6,NA,NA,2,NA,NA,1,NA,1,NA
20110053388,20110053388,19991228,20000201,NA,2,NA,NA,NA,NA,4,NA,NA,NA
20110053391,20110053391,19991229,20000127,NA,1,NA,NA,NA,NA,3,NA,2,NA
20110053396,20110053396,20000120,20000208,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110053406,20110053406,20000121,20000131,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110053457,20110053457,19991229,20000201,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053467,20110053467,20000103,20000129,6,NA,NA,NA,NA,NA,3,NA,2,NA
20110053489,20110053489,20000121,20000201,2,NA,NA,2,NA,NA,1,NA,1,NA
20110053554,20110053554,19991228,20000206,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110053573,20110053573,20000103,20000126,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110053575,20110053575,19991218,20000213,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110053592,20110053592,20000120,20000209,NA,2,NA,NA,NA,NA,1,NA,998,NA
20110053593,20110053593,20000123,20000207,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20110053599,20110053599,20000120,20000206,2,NA,NA,2,NA,NA,1,NA,1,NA
20110053600,20110053600,20000120,20000128,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053618,20110053618,20000118,20000211,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110053619,20110053619,20000118,20000212,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053626,20110053626,19991227,20000131,6,NA,NA,NA,NA,NA,1,NA,2,NA
20110053649,20110053649,20000120,20000129,NA,NA,NA,NA,NA,NA,3,NA,998,NA
20110053674,20110053674,19991228,20000215,NA,2,NA,NA,NA,NA,3,NA,2,NA
20110053684,20110053684,20000103,20000127,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110053697,20110053697,20000103,20000128,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110053700,20110053700,19991217,20000209,NA,1,NA,NA,NA,1,3,NA,1,NA
20110053705,20110053705,19991217,20000215,NA,1,NA,NA,NA,1,2,NA,2,NA
20110053718,20110053718,20000121,20000206,NA,2,NA,NA,NA,NA,4,NA,NA,NA
20110053720,20110053720,20000121,20000127,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110053722,20110053722,20000121,20000201,6,NA,NA,NA,NA,NA,3,NA,1,NA
20110053752,20110053752,20000104,20000203,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110053757,20110053757,20000121,20000126,3,NA,NA,NA,NA,NA,1,NA,2,NA
20110053762,20110053762,19991226,20000131,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110053768,20110053768,20000103,20000128,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110053792,20110053792,20000106,20000211,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110053815,20110053815,19991227,20000126,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053825,20110053825,19991229,20000211,NA,2,NA,NA,NA,2,2,NA,1,NA
20110053829,20110053829,19991229,20000212,2,NA,NA,NA,NA,NA,3,NA,1,NA
20110053851,20110053851,20000118,20000202,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110053874,20110053874,19991229,20000205,NA,NA,NA,NA,NA,NA,998,NA,NA,NA
20110053882,20110053882,20000103,20000127,6,NA,NA,2,NA,NA,1,NA,2,NA
20110053898,20110053898,19991215,20000127,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20110053899,20110053899,19991221,20000212,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110053929,20110053929,19991229,20000205,NA,2,NA,NA,NA,2,3,NA,2,NA
20110053932,20110053932,20000110,20000128,3,NA,NA,3,NA,NA,1,NA,1,NA
20110054000,20110054000,19991230,20000129,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110054012,20110054012,20000120,20000127,NA,998,NA,NA,NA,NA,2,NA,1,NA
20110054015,20110054015,19991228,20000127,2,NA,NA,998,NA,NA,1,NA,1,NA
20110054024,20110054024,19991229,20000212,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054068,20110054068,20000120,20000127,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110054089,20110054089,20000120,20000126,3,NA,NA,NA,NA,NA,1,NA,1,NA
20110054129,20110054129,20000120,20000130,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054195,20110054195,20000122,20000127,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110054207,20110054207,20000123,20000126,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110054238,20110054238,19991226,20000127,2,NA,NA,2,NA,NA,3,NA,1,NA
20110054239,20110054239,20000104,20000126,6,NA,NA,6,NA,NA,1,NA,2,NA
20110054251,20110054251,20000119,20000130,NA,2,NA,NA,NA,NA,3,NA,2,NA
20110054253,20110054253,20000122,20000128,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054255,20110054255,20000119,20000130,3,NA,NA,2,NA,NA,3,NA,998,NA
20110054282,20110054282,20000121,20000202,5,NA,NA,5,NA,NA,1,NA,1,NA
20110054308,20110054308,20000103,20000211,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110054335,20110054335,19991229,20000126,NA,1,NA,NA,NA,1,3,NA,1,NA
20110054343,20110054343,19991214,20000127,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110054344,20110054344,19991218,20000212,2,NA,NA,NA,NA,NA,3,NA,1,NA
20110054353,20110054353,19991229,20000210,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110054379,20110054379,20000103,20000128,NA,2,NA,NA,NA,2,2,NA,1,NA
20110054381,20110054381,19991229,20000213,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110054391,20110054391,20000120,20000131,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054392,20110054392,20000119,20000127,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110054408,20110054408,20000119,20000215,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054423,20110054423,19991227,20000209,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110054424,20110054424,19991227,20000204,6,NA,NA,NA,NA,NA,1,NA,1,NA
20110054436,20110054436,19991230,20000209,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054437,20110054437,19991230,20000212,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110054448,20110054448,20000119,20000129,6,NA,NA,NA,NA,NA,3,NA,2,NA
20110054464,20110054464,20000122,20000211,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110054472,20110054472,20000120,20000128,2,NA,NA,NA,NA,NA,3,NA,1,NA
20110054479,20110054479,20000103,20000128,3,NA,NA,NA,NA,NA,1,NA,2,NA
20110054506,20110054506,20000103,20000202,NA,998,NA,NA,NA,1,3,NA,998,NA
20110054509,20110054509,19991229,20000129,6,NA,NA,NA,NA,NA,1,NA,1,NA
20110054593,20110054593,20000104,20000130,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110054595,20110054595,20000104,20000128,NA,2,NA,NA,NA,NA,2,NA,1,NA
20110054600,20110054600,20000103,20000126,5,NA,NA,NA,NA,NA,3,NA,2,NA
20110054603,20110054603,19991230,20000216,NA,2,NA,NA,NA,2,2,NA,2,NA
20110054606,20110054606,20000103,20000131,2,NA,NA,3,NA,NA,1,NA,1,NA
20110054614,20110054614,20000120,20000130,NA,998,NA,NA,NA,2,3,NA,2,NA
20110054620,20110054620,20000119,20000205,5,NA,NA,NA,NA,NA,1,NA,1,NA
20110054630,20110054630,20000120,20000202,NA,2,NA,NA,NA,2,2,NA,1,NA
20110054653,20110054653,19991217,20000213,NA,2,NA,NA,NA,NA,2,NA,2,NA
20110054663,20110054663,19991220,20000206,NA,998,NA,NA,NA,NA,3,NA,1,NA
20110054668,20110054668,19991221,20000201,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110054675,20110054675,20000103,20000217,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110054681,20110054681,20000103,20000131,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110054691,20110054691,19991218,20000209,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110054695,20110054695,19991219,20000126,2,NA,NA,NA,NA,NA,3,NA,2,NA
20110054699,20110054699,19991216,20000202,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20110054701,20110054701,19991219,20000209,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110054703,20110054703,19991218,20000129,5,NA,NA,3,NA,NA,1,NA,1,NA
20110054706,20110054706,19991228,20000131,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110054715,20110054715,20000120,20000208,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110070488,20110070488,20000119,20000131,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110070498,20110070498,20000120,20000201,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110070530,20110070530,20000119,20000127,6,NA,NA,6,NA,NA,3,NA,2,NA
20110070549,20110070549,19991215,20000131,1,NA,NA,NA,NA,NA,1,NA,1,NA
20110070566,20110070566,19991220,20000206,NA,998,NA,NA,NA,NA,3,NA,1,NA
20110070568,20110070568,19991220,20000213,998,NA,NA,NA,NA,NA,1,NA,2,NA
20110070573,20110070573,20000121,20000129,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110070592,20110070592,19991222,20000131,NA,998,NA,NA,NA,1,2,NA,2,NA
20110070607,20110070607,19991228,20000212,2,NA,NA,NA,NA,NA,1,NA,2,NA
20110070615,20110070615,19991227,20000127,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110070617,20110070617,20000114,20000127,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110070650,20110070650,20000121,20000210,NA,998,NA,NA,NA,NA,3,NA,1,NA
20110070667,20110070667,19991218,20000126,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110070671,20110070671,19991219,20000211,NA,1,NA,NA,NA,1,2,NA,2,NA
20110070699,20110070699,19991214,20000209,998,NA,NA,3,NA,NA,1,NA,1,NA
20110070707,20110070707,20000121,20000212,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110070747,20110070747,20000103,20000201,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20110070787,20110070787,20000118,20000126,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110070802,20110070802,20000103,20000131,NA,NA,NA,NA,NA,2,2,NA,1,NA
20110070819,20110070819,19991229,20000130,3,NA,NA,NA,NA,NA,1,NA,2,NA
20110070822,20110070822,19991230,20000128,2,NA,NA,NA,NA,NA,1,NA,1,NA
20110070824,20110070824,19991230,20000131,3,NA,NA,NA,NA,NA,3,NA,1,NA
20110070832,20110070832,20000103,20000201,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110070861,20110070861,20000120,20000206,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20110070863,20110070863,20000120,20000211,6,NA,NA,NA,NA,NA,3,NA,2,NA
20110070891,20110070891,19991222,20000201,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20110070900,20110070900,19991222,20000126,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20110070946,20110070946,20000118,20000205,2,NA,NA,2,NA,NA,1,NA,1,NA
20110070947,20110070947,20000119,20000126,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20110070971,20110070971,20000122,20000216,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20110070972,20110070972,20000121,20000201,NA,2,NA,NA,NA,2,3,NA,2,NA
20110070993,20110070993,19991220,20000205,2,NA,NA,NA,NA,NA,1,NA,1,NA
