ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
10110485614,10110485614,20000928,20001201,NA,NA,NA,NA,NA,NA,3,3,1,1
10110485732,10110485732,20000928,20001116,NA,NA,NA,NA,NA,NA,3,3,1,1
10110485769,10110485769,20000907,20001126,NA,NA,NA,NA,NA,NA,3,1,1,2
10110485790,10110485790,20000925,20001129,NA,NA,NA,NA,NA,NA,999,3,NA,1
10110485857,10110485857,20001018,20001204,NA,NA,NA,NA,1,1,2,2,2,2
10110485869,10110485869,20001018,20001116,NA,NA,NA,NA,2,2,3,3,2,1
10110485870,10110485870,20000914,20001127,NA,NA,NA,NA,2,2,2,2,2,2
10110485914,10110485914,20001002,20001119,NA,NA,NA,NA,NA,NA,3,3,2,2
10110485930,10110485930,20000920,20001127,NA,NA,NA,NA,NA,NA,1,1,999,1
10110485972,10110485972,20001020,20001116,NA,NA,NA,NA,NA,4,4,3,NA,1
10110486097,10110486097,20001022,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110486383,10110486383,20001016,20001115,NA,NA,2,2,NA,NA,3,3,1,1
10110486403,10110486403,20001002,20001129,NA,NA,6,NA,NA,2,3,3,2,2
10110486415,10110486415,20000925,20001115,NA,NA,2,2,NA,NA,1,1,1,1
10110486421,10110486421,20000915,20001129,NA,NA,6,NA,NA,2,3,3,1,1
10110486607,10110486607,20001006,20001121,NA,NA,2,2,NA,NA,1,1,1,1
10110486692,10110486692,20000926,20001119,NA,NA,NA,NA,NA,999,2,2,2,2
10110486707,10110486707,20000927,20001120,NA,NA,NA,NA,NA,NA,998,998,NA,NA
10110486882,10110486882,20000923,20001121,NA,NA,2,6,NA,NA,1,1,1,1
10110487014,10110487014,20000923,20001117,NA,NA,6,6,NA,NA,3,3,1,1
10110487030,10110487030,20001023,20001111,NA,NA,2,2,NA,NA,1,1,1,2
10110487259,10110487259,20001021,20001127,NA,NA,NA,NA,2,2,2,2,2,1
10110487305,10110487305,20001002,20001120,NA,NA,NA,NA,NA,NA,3,3,1,1
10110487470,10110487470,20000909,20001119,NA,NA,2,2,NA,NA,1,1,1,999
10110487525,10110487525,20001002,20001127,NA,NA,NA,NA,NA,NA,1,1,2,2
10110487529,10110487529,20001016,20001203,NA,NA,NA,NA,NA,NA,3,3,2,2
10110487530,10110487530,20000912,20001120,NA,NA,2,2,NA,NA,4,1,NA,1
10110487623,10110487623,20000928,20001204,NA,NA,2,2,NA,NA,1,1,2,1
10110487648,10110487648,20001017,20001111,NA,NA,NA,NA,NA,NA,2,2,2,2
10110487702,10110487702,20000922,20001120,NA,NA,NA,NA,NA,NA,3,3,1,1
10110487739,10110487739,20001023,20001130,NA,NA,NA,NA,2,2,3,3,2,999
10110487767,10110487767,20000917,20001119,NA,NA,NA,NA,NA,NA,1,1,2,2
10110487782,10110487782,20000922,20001201,NA,NA,NA,NA,2,2,2,2,1,1
10110487840,10110487840,20000923,20001203,NA,NA,NA,6,2,NA,2,2,2,2
10110487845,10110487845,20001016,20001127,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110487904,10110487904,20000921,20001115,NA,NA,2,2,NA,NA,1,1,1,1
10110487924,10110487924,20001019,20001115,NA,NA,2,2,NA,NA,3,3,2,1
10110487976,10110487976,20000918,20001203,NA,NA,2,6,NA,NA,4,3,NA,1
10110487978,10110487978,20001013,20001115,NA,NA,NA,NA,2,NA,2,2,2,1
10110488023,10110488023,20001008,20001113,NA,NA,NA,NA,NA,NA,3,1,1,1
10110488113,10110488113,20001003,20001126,NA,NA,998,999,NA,NA,3,4,1,NA
10110488115,10110488115,20001006,20001125,NA,NA,2,2,NA,NA,1,1,1,1
10110488150,10110488150,20001005,20001204,NA,NA,NA,NA,2,NA,2,2,2,2
10110488179,10110488179,20000929,20001120,NA,NA,NA,NA,NA,NA,1,1,2,2
10110488282,10110488282,20001024,20001205,NA,NA,NA,NA,NA,NA,998,3,NA,2
10110488408,10110488408,20001013,20001124,NA,NA,NA,NA,1,1,2,2,2,2
10110488437,10110488437,20000930,20001112,NA,NA,6,6,NA,NA,3,3,1,1
10110488510,10110488510,20000921,20001116,NA,NA,NA,NA,NA,NA,998,3,NA,2
10110488566,10110488566,20000906,20001204,NA,NA,NA,2,NA,NA,1,1,2,2
10110488572,10110488572,20000902,20001126,NA,NA,6,NA,NA,NA,3,1,1,2
10110488663,10110488663,20001010,20001203,NA,NA,NA,NA,NA,NA,1,1,1,1
10110488694,10110488694,20000922,20001126,NA,NA,NA,NA,NA,NA,1,2,2,2
10110488817,10110488817,20000922,20001124,NA,NA,2,2,NA,NA,1,1,1,1
10110489035,10110489035,20000920,20001114,NA,NA,NA,NA,NA,NA,3,3,1,1
10110489040,10110489040,20000930,20001205,NA,NA,NA,NA,1,NA,2,2,1,1
10110489044,10110489044,20000912,20001129,NA,NA,NA,NA,999,NA,3,3,1,1
10110489130,10110489130,20000926,20001124,NA,NA,NA,NA,2,3,2,2,1,1
10110489156,10110489156,20000903,20001126,NA,NA,2,2,NA,NA,1,1,1,1
10110489214,10110489214,20001015,20001117,NA,NA,NA,NA,999,999,2,2,2,2
10110489218,10110489218,20001013,20001128,NA,NA,NA,NA,NA,NA,1,1,1,1
10110489259,10110489259,20000924,20001120,NA,NA,NA,NA,NA,NA,998,1,NA,2
10110489348,10110489348,20000913,20001203,NA,NA,2,2,NA,NA,1,1,1,1
10110489397,10110489397,20001014,20001118,NA,NA,6,6,NA,NA,3,3,998,1
10110489416,10110489416,20000920,20001204,NA,NA,NA,NA,2,2,3,2,2,1
10110489425,10110489425,20001010,20001129,NA,NA,NA,NA,NA,NA,1,1,1,1
10110489447,10110489447,20000915,20001127,NA,NA,NA,NA,NA,NA,2,2,1,1
10110489604,10110489604,20000910,20001126,NA,NA,NA,NA,NA,NA,2,2,1,1
10110489729,10110489729,20000907,20001113,NA,NA,NA,NA,NA,NA,3,998,2,NA
10110489839,10110489839,20001027,20001130,NA,NA,2,NA,NA,2,3,2,2,2
10110489901,10110489901,20000919,20001115,NA,NA,NA,NA,NA,NA,1,1,1,1
10110489993,10110489993,20000929,20001112,NA,NA,NA,NA,NA,NA,3,3,2,2
10110490036,10110490036,20001022,20001124,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110490045,10110490045,20000921,20001129,NA,NA,NA,NA,NA,NA,3,3,2,1
10110490101,10110490101,20001002,20001113,NA,NA,2,NA,NA,NA,3,3,1,2
10110490158,10110490158,20001002,20001125,NA,NA,NA,NA,NA,NA,3,3,1,1
10110490192,10110490192,20000906,20001204,NA,NA,NA,NA,3,998,3,3,2,2
10110490324,10110490324,20000921,20001114,NA,NA,NA,NA,NA,NA,3,3,1,1
10110490331,10110490331,20001005,20001204,NA,NA,6,2,NA,NA,1,1,1,1
10110490421,10110490421,20000923,20001127,NA,NA,5,5,NA,NA,1,1,1,1
10110490495,10110490495,20000921,20001121,NA,NA,NA,NA,NA,NA,2,2,2,2
10110490532,10110490532,20001014,20001126,NA,NA,NA,NA,NA,NA,1,1,1,1
10110490588,10110490588,20000929,20001125,NA,NA,NA,NA,NA,NA,1,1,2,2
10110490599,10110490599,20001001,20001116,NA,NA,2,2,NA,NA,1,1,1,998
10110490613,10110490613,20000920,20001203,NA,NA,NA,NA,NA,2,2,2,1,1
10110490617,10110490617,20000906,20001117,NA,NA,NA,NA,NA,NA,4,2,NA,1
10110490643,10110490643,20000922,20001129,NA,NA,5,5,NA,NA,1,1,1,1
10110490665,10110490665,20000930,20001121,NA,NA,2,2,NA,NA,1,1,1,1
10110490764,10110490764,20000919,20001203,NA,NA,NA,NA,1,2,2,2,1,1
10110490847,10110490847,20000930,20001129,NA,NA,NA,NA,2,2,2,2,1,1
10110490934,10110490934,20000930,20001206,NA,NA,NA,NA,NA,NA,3,2,2,2
10110491014,10110491014,20001023,20001124,NA,NA,NA,NA,NA,NA,998,1,NA,2
10110491089,10110491089,20001012,20001121,NA,NA,NA,NA,3,4,2,4,2,NA
10110491138,10110491138,20001015,20001201,NA,NA,NA,NA,1,1,1,1,1,1
10110491168,10110491168,20001014,20001130,NA,NA,NA,NA,NA,NA,4,2,NA,2
10110491172,10110491172,20000918,20001205,NA,NA,NA,NA,2,1,1,1,1,1
10110491247,10110491247,20000922,20001204,NA,NA,NA,NA,3,1,2,3,2,2
10110491282,10110491282,20000928,20001122,NA,NA,NA,NA,NA,NA,1,1,1,2
10110491332,10110491332,20001014,20001115,NA,NA,NA,NA,NA,NA,3,2,1,1
10110491355,10110491355,20000910,20001121,NA,NA,NA,2,NA,NA,4,4,NA,NA
10110491376,10110491376,20000922,20001129,NA,NA,NA,NA,2,2,2,2,2,2
10110491412,10110491412,20000907,20001201,NA,NA,2,NA,NA,NA,1,1,1,1
10110491693,10110491693,20001006,20001115,NA,NA,NA,NA,NA,NA,1,1,2,2
10110491751,10110491751,20001002,20001119,NA,NA,NA,NA,NA,NA,3,3,1,2
10110491778,10110491778,20000902,20001127,NA,NA,NA,NA,1,1,2,2,2,2
10110491796,10110491796,20000928,20001203,NA,NA,NA,NA,NA,NA,3,3,2,2
10110491855,10110491855,20000905,20001119,NA,NA,NA,NA,NA,NA,1,1,1,2
10110491936,10110491936,20001017,20001126,NA,NA,NA,6,2,NA,2,2,1,1
10110491967,10110491967,20000928,20001119,NA,NA,NA,NA,NA,NA,998,3,NA,1
10110491968,10110491968,20000921,20001112,NA,NA,NA,NA,NA,NA,1,1,2,1
10110491972,10110491972,20001006,20001121,NA,NA,2,2,NA,NA,3,1,999,2
10110491973,10110491973,20000904,20001117,NA,NA,NA,NA,2,2,4,2,NA,2
10110492015,10110492015,20000904,20001203,NA,NA,NA,NA,2,NA,3,2,2,2
10110492093,10110492093,20000929,20001115,NA,NA,5,5,NA,NA,1,1,2,2
10110492116,10110492116,20001005,20001112,NA,NA,NA,NA,2,2,2,2,2,1
10110492124,10110492124,20001016,20001125,NA,NA,NA,NA,2,2,2,2,2,2
10110492139,10110492139,20000927,20001117,NA,NA,2,2,NA,NA,1,1,2,1
10110492178,10110492178,20000928,20001128,NA,NA,2,2,NA,NA,1,1,1,2
10110492235,10110492235,20000921,20001119,NA,NA,NA,NA,NA,NA,3,3,2,2
10110492341,10110492341,20000929,20001128,NA,NA,NA,NA,NA,NA,1,1,1,1
10110492375,10110492375,20001014,20001124,NA,NA,6,6,NA,NA,3,3,2,2
10110492384,10110492384,20001009,20001117,NA,NA,NA,NA,2,2,2,2,2,1
10110492398,10110492398,20001004,20001126,NA,NA,NA,NA,2,2,2,2,2,2
10110492408,10110492408,20000909,20001129,NA,NA,NA,NA,2,2,2,2,1,1
10110492499,10110492499,20000921,20001116,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110492538,10110492538,20000902,20001125,NA,NA,NA,NA,998,NA,2,2,1,2
10110492629,10110492629,20000926,20001120,NA,NA,7,2,NA,NA,1,1,1,1
10110492630,10110492630,20000922,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110492660,10110492660,20001016,20001112,NA,NA,NA,6,NA,NA,1,1,1,1
10110492763,10110492763,20000926,20001113,NA,NA,6,2,NA,NA,3,1,2,2
10110492767,10110492767,20001023,20001202,NA,NA,NA,NA,NA,NA,3,4,2,NA
10110492846,10110492846,20001013,20001201,NA,NA,NA,NA,NA,NA,2,2,1,1
10110492936,10110492936,20000910,20001201,NA,NA,NA,NA,2,2,2,2,1,1
10110492972,10110492972,20000921,20001112,NA,NA,NA,NA,NA,NA,1,1,2,1
10110493292,10110493292,20001001,20001121,NA,NA,8,2,NA,NA,1,1,1,2
10110493314,10110493314,20000908,20001125,NA,NA,2,2,NA,NA,1,1,2,2
10110493391,10110493391,20000911,20001203,NA,NA,NA,NA,NA,NA,3,3,2,1
10110493530,10110493530,20000914,20001203,NA,NA,NA,NA,NA,NA,3,2,2,2
10110493542,10110493542,20001011,20001130,NA,NA,NA,NA,NA,NA,3,3,1,2
10110493566,10110493566,20000915,20001130,NA,NA,6,2,NA,NA,1,1,2,2
10110493592,10110493592,20001006,20001122,NA,NA,2,2,NA,NA,1,1,2,2
10110493627,10110493627,20001014,20001115,NA,NA,NA,6,2,NA,2,2,2,2
10110493741,10110493741,20000915,20001124,NA,NA,NA,NA,NA,NA,1,4,2,NA
10110493932,10110493932,20000926,20001128,NA,NA,NA,NA,NA,NA,3,3,1,1
10110494030,10110494030,20001025,20001126,NA,NA,NA,NA,NA,NA,998,2,NA,2
10110494059,10110494059,20000922,20001127,NA,NA,NA,NA,NA,NA,1,1,998,1
10110494062,10110494062,20000924,20001206,NA,NA,NA,NA,NA,NA,1,1,1,1
10110494106,10110494106,20000926,20001119,NA,NA,2,2,NA,NA,1,1,1,1
10110494126,10110494126,20001003,20001125,NA,NA,NA,NA,3,NA,2,2,1,2
10110494162,10110494162,20001006,20001120,NA,NA,NA,NA,NA,NA,1,1,2,2
10110494208,10110494208,20000925,20001203,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110494242,10110494242,20001004,20001115,NA,NA,6,6,NA,NA,3,3,2,2
10110494377,10110494377,20001015,20001121,NA,NA,NA,NA,NA,NA,2,2,1,1
10110494592,10110494592,20001025,20001205,NA,NA,NA,NA,NA,NA,2,2,2,2
10110494675,10110494675,20000927,20001128,NA,NA,NA,NA,NA,NA,2,2,1,1
10110494712,10110494712,20000909,20001119,NA,NA,NA,NA,NA,NA,3,3,1,2
10110494727,10110494727,20001013,20001205,NA,NA,NA,NA,998,NA,2,2,1,998
10110494755,10110494755,20000924,20001119,NA,NA,NA,NA,NA,NA,2,2,2,2
10110494761,10110494761,20001013,20001112,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110494791,10110494791,20000925,20001204,NA,NA,NA,NA,1,NA,4,1,NA,2
10110494850,10110494850,20001003,20001118,NA,NA,NA,NA,NA,NA,2,2,1,2
10110494855,10110494855,20000925,20001201,NA,NA,NA,NA,2,2,2,2,1,1
10110494887,10110494887,20001002,20001128,NA,NA,NA,NA,NA,2,2,2,1,1
10110495001,10110495001,20001007,20001203,NA,NA,NA,NA,1,3,2,2,1,1
10110495054,10110495054,20000921,20001125,NA,NA,2,2,NA,NA,1,1,1,1
10110495060,10110495060,20000927,20001111,NA,NA,NA,NA,NA,NA,3,1,2,1
10110495119,10110495119,20001026,20001116,NA,NA,NA,NA,NA,NA,2,2,2,2
10110495237,10110495237,20001025,20001202,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110495303,10110495303,20001016,20001129,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110495352,10110495352,20000923,20001112,NA,NA,NA,NA,NA,NA,1,1,1,1
10110495377,10110495377,20000927,20001116,NA,NA,NA,NA,NA,NA,1,1,1,1
10110495379,10110495379,20001014,20001120,NA,NA,2,2,NA,NA,1,1,1,1
10110495440,10110495440,20001013,20001129,NA,NA,2,2,NA,NA,4,1,NA,1
10110495542,10110495542,20001027,20001121,NA,NA,NA,NA,2,2,2,2,1,1
10110495572,10110495572,20001014,20001115,NA,NA,6,6,NA,NA,3,3,1,1
10110495587,10110495587,20001013,20001124,NA,NA,2,2,NA,NA,1,1,2,2
10110495750,10110495750,20001001,20001117,NA,NA,2,2,NA,NA,1,1,1,1
10110495783,10110495783,20001005,20001117,NA,NA,NA,NA,2,NA,2,2,1,1
10110495810,10110495810,20001004,20001202,NA,NA,NA,NA,NA,998,2,2,2,2
10110495858,10110495858,20000925,20001119,NA,NA,NA,NA,1,NA,3,3,1,1
10110495869,10110495869,20000926,20001111,NA,NA,2,2,NA,NA,1,1,1,1
10110495875,10110495875,20000921,20001126,NA,NA,2,2,NA,NA,3,3,1,2
10110495914,10110495914,20000909,20001117,NA,NA,NA,NA,NA,NA,2,2,2,2
10110495944,10110495944,20001024,20001122,NA,NA,6,6,NA,NA,3,3,2,2
10110496062,10110496062,20001001,20001205,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110496077,10110496077,20001007,20001128,NA,NA,NA,NA,NA,NA,1,1,2,2
10110496137,10110496137,20001017,20001205,NA,NA,NA,NA,1,2,2,2,1,998
10110496139,10110496139,20001015,20001115,NA,NA,2,2,NA,NA,1,1,1,1
10110496210,10110496210,20000917,20001115,NA,NA,NA,NA,2,NA,2,2,1,2
10110496237,10110496237,20001010,20001115,NA,NA,NA,NA,NA,NA,2,2,1,1
10110496274,10110496274,20001013,20001124,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110496486,10110496486,20000925,20001121,NA,NA,NA,NA,2,NA,2,1,1,1
10110496615,10110496615,20001013,20001112,NA,NA,NA,NA,NA,NA,2,2,1,1
10110496638,10110496638,20000930,20001125,NA,NA,2,2,NA,NA,3,3,1,2
10110496685,10110496685,20001003,20001122,NA,NA,NA,NA,3,2,2,4,2,NA
10110496776,10110496776,20000831,20001116,NA,NA,NA,NA,2,NA,3,3,1,1
10110496785,10110496785,20001010,20001117,NA,NA,NA,NA,NA,NA,3,3,1,1
10110496795,10110496795,20001030,20001121,NA,NA,6,2,NA,NA,4,4,NA,NA
10110496847,10110496847,20000923,20001122,NA,NA,2,2,NA,NA,1,1,2,2
10110497041,10110497041,20001010,20001128,NA,NA,NA,NA,NA,NA,2,2,2,2
10110497224,10110497224,20001007,20001130,NA,NA,NA,NA,1,2,2,2,2,998
10110497329,10110497329,20001004,20001116,NA,NA,6,6,NA,NA,3,3,1,2
10110497413,10110497413,20000922,20001201,NA,NA,NA,NA,2,NA,3,3,1,1
10110497436,10110497436,20000905,20001113,NA,NA,NA,NA,NA,NA,3,3,1,1
10110497483,10110497483,20001023,20001112,NA,NA,NA,NA,NA,NA,3,1,1,2
10110497613,10110497613,20001023,20001120,NA,NA,NA,NA,2,2,2,2,2,1
10110497653,10110497653,20000913,20001121,NA,NA,2,2,NA,NA,3,1,1,2
10110497671,10110497671,20001015,20001116,NA,NA,NA,NA,NA,NA,1,1,1,1
10110497726,10110497726,20000929,20001129,NA,NA,NA,NA,2,2,2,2,1,1
10110497752,10110497752,20000930,20001122,NA,NA,NA,NA,NA,NA,1,1,2,1
10110497758,10110497758,20000930,20001202,NA,NA,NA,NA,NA,NA,2,2,1,1
10110497775,10110497775,20001003,20001114,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110498032,10110498032,20001013,20001129,NA,NA,2,6,NA,NA,1,1,1,1
10110498089,10110498089,20000924,20001204,NA,NA,998,NA,NA,NA,3,1,1,2
10110498217,10110498217,20000901,20001116,NA,NA,NA,NA,NA,NA,2,2,2,2
10110498259,10110498259,20001016,20001130,NA,NA,NA,NA,NA,NA,3,2,2,2
10110498286,10110498286,20001016,20001128,NA,NA,NA,6,NA,NA,998,4,NA,NA
10110498297,10110498297,20000922,20001111,NA,NA,NA,NA,NA,NA,1,1,1,1
10110498308,10110498308,20001025,20001126,NA,NA,NA,NA,NA,NA,2,2,2,1
10110498318,10110498318,20001019,20001125,NA,NA,2,2,NA,NA,1,1,1,1
10110498434,10110498434,20000903,20001116,NA,NA,NA,NA,2,2,2,2,2,1
10110498449,10110498449,20000925,20001116,NA,NA,NA,NA,2,1,3,3,1,1
10110498522,10110498522,20001017,20001117,NA,NA,NA,NA,NA,NA,3,3,998,1
10110498530,10110498530,20000928,20001125,NA,NA,6,6,NA,NA,1,1,2,2
10110498535,10110498535,20000919,20001116,NA,NA,NA,NA,NA,NA,3,3,2,1
10110498559,10110498559,20000906,20001124,NA,NA,NA,2,NA,NA,3,1,2,1
10110498560,10110498560,20000927,20001206,NA,NA,NA,NA,NA,NA,2,2,1,1
10110498598,10110498598,20001002,20001125,NA,NA,NA,NA,2,2,2,2,2,2
10110498599,10110498599,20001016,20001119,NA,NA,NA,NA,NA,NA,3,3,1,1
10110498636,10110498636,20001012,20001122,NA,NA,NA,NA,NA,NA,1,1,2,2
10110498712,10110498712,20000925,20001126,NA,NA,NA,NA,NA,NA,3,2,2,2
10110498730,10110498730,20000923,20001113,NA,NA,NA,NA,NA,NA,2,2,1,1
10110498776,10110498776,20001016,20001117,NA,NA,NA,NA,NA,NA,3,2,2,2
10110498989,10110498989,20001014,20001114,NA,NA,2,2,NA,NA,1,1,1,1
10110499018,10110499018,20001003,20001130,NA,NA,NA,NA,NA,NA,3,2,2,2
10110499024,10110499024,20001024,20001116,NA,NA,6,6,NA,NA,3,3,1,2
10110499025,10110499025,20000903,20001119,NA,NA,NA,NA,2,NA,3,3,1,1
10110499062,10110499062,20001002,20001130,NA,NA,2,NA,NA,NA,1,1,1,2
10110499090,10110499090,20000909,20001126,NA,NA,NA,NA,NA,NA,1,1,2,1
10110499095,10110499095,20000926,20001202,NA,NA,NA,NA,2,2,2,2,1,2
10110499108,10110499108,20001028,20001125,NA,NA,2,2,NA,NA,1,1,1,2
10110499115,10110499115,20000915,20001114,NA,NA,2,2,NA,NA,1,1,1,1
10110499116,10110499116,20000915,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110499179,10110499179,20001015,20001125,NA,NA,NA,8,2,NA,2,1,2,2
10110499222,10110499222,20001003,20001115,NA,NA,NA,NA,2,2,2,2,2,2
10110499275,10110499275,20000908,20001125,NA,NA,NA,NA,999,999,2,2,1,1
10110499276,10110499276,20000921,20001202,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110499320,10110499320,20001005,20001201,NA,NA,NA,NA,2,2,2,2,2,2
10110499390,10110499390,20000926,20001116,NA,NA,6,6,NA,NA,3,3,2,1
10110499417,10110499417,20001001,20001128,NA,NA,NA,NA,NA,NA,3,3,1,1
10110499420,10110499420,20000928,20001203,NA,NA,NA,NA,NA,NA,3,3,1,2
10110499496,10110499496,20000926,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110499532,10110499532,20000929,20001114,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110499576,10110499576,20000923,20001111,NA,NA,6,6,NA,NA,3,1,2,1
10110499599,10110499599,20000907,20001204,NA,NA,NA,NA,2,NA,2,2,2,1
10110499662,10110499662,20001020,20001112,NA,NA,NA,NA,NA,NA,3,3,2,2
10110499676,10110499676,20000926,20001116,NA,NA,NA,NA,2,2,2,2,1,1
10110499805,10110499805,20000927,20001120,NA,NA,NA,NA,NA,NA,3,3,1,1
10110499882,10110499882,20000915,20001204,NA,NA,NA,NA,2,NA,2,2,1,1
10110499955,10110499955,20000910,20001111,NA,NA,NA,NA,NA,NA,3,3,1,1
10110499966,10110499966,20001002,20001126,NA,NA,NA,NA,2,NA,2,2,1,1
10110499998,10110499998,20001004,20001116,NA,NA,NA,NA,2,2,3,3,1,2
10110500087,10110500087,20000921,20001113,NA,NA,NA,NA,NA,NA,2,2,1,1
10110500326,10110500326,20001002,20001120,NA,NA,NA,NA,NA,NA,1,1,1,1
10110500411,10110500411,20001101,20001206,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110500413,10110500413,20001004,20001121,NA,NA,NA,NA,1,2,3,3,1,2
10110500443,10110500443,20000916,20001117,NA,NA,2,2,NA,NA,1,1,1,1
10110500464,10110500464,20001012,20001112,NA,NA,NA,NA,2,NA,2,3,1,2
10110500497,10110500497,20000907,20001112,NA,NA,NA,NA,NA,NA,3,1,1,1
10110500517,10110500517,20000921,20001128,NA,NA,NA,NA,NA,NA,3,2,1,2
10110500698,10110500698,20001014,20001116,NA,NA,NA,NA,NA,NA,2,2,2,2
10110500733,10110500733,20000926,20001125,NA,NA,2,2,NA,NA,1,1,1,1
10110500766,10110500766,20000926,20001111,NA,NA,NA,2,NA,NA,1,1,1,1
10110500768,10110500768,20001005,20001119,NA,NA,NA,NA,NA,NA,2,2,1,1
10110500793,10110500793,20000921,20001118,NA,NA,NA,NA,NA,NA,2,2,2,2
10110500823,10110500823,20000916,20001121,NA,NA,NA,NA,2,2,2,2,2,2
10110500842,10110500842,20000929,20001124,NA,NA,NA,NA,NA,NA,1,1,1,1
10110500988,10110500988,20001004,20001206,NA,NA,NA,NA,1,1,2,2,999,998
10110501062,10110501062,20001003,20001121,NA,NA,6,6,NA,NA,1,1,2,2
10110501156,10110501156,20000922,20001202,NA,NA,2,2,NA,NA,1,1,1,1
10110501297,10110501297,20000922,20001128,NA,NA,2,999,NA,NA,1,1,2,2
10110501362,10110501362,20001008,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110501440,10110501440,20001008,20001126,NA,NA,2,2,NA,NA,1,1,1,1
10110501479,10110501479,20001015,20001120,NA,NA,NA,NA,1,NA,3,3,2,1
10110501492,10110501492,20001005,20001125,NA,NA,NA,NA,NA,NA,3,3,1,1
10110501626,10110501626,20000925,20001205,NA,NA,NA,2,NA,NA,1,1,2,1
10110501681,10110501681,20001022,20001206,NA,NA,NA,NA,NA,2,3,3,998,2
10110501758,10110501758,20000928,20001122,NA,NA,6,2,NA,NA,2,2,1,1
10110501794,10110501794,20001005,20001113,NA,NA,NA,NA,NA,NA,1,1,1,1
10110501861,10110501861,20000921,20001204,NA,NA,NA,NA,NA,NA,3,3,2,2
10110501880,10110501880,20000930,20001129,NA,NA,NA,NA,NA,NA,2,2,1,1
10110501980,10110501980,20001007,20001206,NA,NA,2,2,NA,NA,3,4,1,NA
10110502105,10110502105,20001005,20001117,NA,NA,2,NA,NA,NA,1,1,1,1
10110502253,10110502253,20001015,20001128,NA,NA,NA,NA,NA,NA,3,3,2,1
10110502255,10110502255,20000924,20001117,NA,NA,NA,NA,NA,NA,1,1,1,1
10110502322,10110502322,20000911,20001124,NA,NA,NA,NA,NA,2,2,2,1,1
10110502399,10110502399,20001005,20001128,NA,NA,NA,NA,NA,NA,1,1,2,1
10110502409,10110502409,20001005,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110502414,10110502414,20000925,20001129,NA,NA,NA,NA,NA,NA,1,1,1,1
10110502428,10110502428,20001006,20001128,NA,NA,NA,NA,NA,NA,999,998,NA,NA
10110502489,10110502489,20000923,20001127,NA,NA,2,2,NA,NA,1,1,1,1
10110502529,10110502529,20001015,20001122,NA,NA,NA,NA,NA,2,2,2,998,1
10110502623,10110502623,20001019,20001124,NA,NA,2,2,NA,NA,1,1,1,1
10110502703,10110502703,20001010,20001204,NA,NA,NA,NA,1,2,2,3,2,2
10110502713,10110502713,20000908,20001205,NA,NA,6,2,NA,NA,3,1,2,1
10110502729,10110502729,20000929,20001124,NA,NA,NA,NA,NA,NA,2,2,1,998
10110502769,10110502769,20000926,20001118,NA,NA,NA,NA,NA,NA,2,2,2,2
10110502822,10110502822,20000918,20001207,NA,NA,2,2,NA,NA,1,1,2,2
10110502893,10110502893,20001003,20001129,NA,NA,NA,NA,NA,NA,1,1,2,1
10110503060,10110503060,20000920,20001114,NA,NA,5,5,NA,NA,3,3,2,2
10110503084,10110503084,20001002,20001120,NA,NA,NA,NA,NA,NA,2,2,2,2
10110503087,10110503087,20001027,20001121,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110503090,10110503090,20001019,20001114,NA,NA,NA,NA,NA,NA,1,1,1,1
10110503356,10110503356,20000928,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110503369,10110503369,20000930,20001121,NA,NA,2,2,NA,NA,1,1,2,2
10110503464,10110503464,20001002,20001201,NA,NA,NA,NA,1,1,2,2,2,1
10110503562,10110503562,20000930,20001205,NA,NA,NA,NA,2,NA,2,2,2,2
10110503590,10110503590,20001016,20001129,NA,NA,2,2,NA,NA,1,1,2,2
10110503754,10110503754,20000921,20001205,NA,NA,NA,2,NA,NA,2,4,2,NA
10110503764,10110503764,20001006,20001126,NA,NA,NA,NA,2,2,2,2,1,1
10110503775,10110503775,20000921,20001114,NA,NA,NA,NA,NA,NA,4,2,NA,1
10110503784,10110503784,20001004,20001203,NA,NA,NA,NA,NA,NA,1,1,2,2
10110503838,10110503838,20001023,20001202,NA,NA,NA,NA,NA,2,2,4,2,NA
10110503895,10110503895,20000928,20001203,NA,NA,NA,2,NA,NA,1,1,999,1
