case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2020_320636,38,Male,Other,18,0.559455686302223,Pete Buttigieg,NA,3,6,1,40,15,Democrat,0,40,15,1,Democrat,Loser,2020,1,6,2,-3,5,2,-0.3333333333333333,0.6666666666666666,-1,1,-0.33333333333333337,1,0
2020_320643,40,Female,White,21,1.4676287082847,NA,NA,5,5,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,5,1,0,4,4,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_320667,32,Male,White,15,0.29556927920627,NA,NA,6,6,2,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,6,2,0,4,4,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_320674,29,Female,Other,16,2.68837078930642,Bernie Sanders,NA,1,7,2,85,0,Democrat,0,85,0,1,Democrat,Loser,2020,2,7,-1,-6,5,1,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,0
2020_320681,79,Female,White,12,0.671689611214277,NA,NA,6,4,1,15,70,Republican,0,70,15,0,NA,Didn't Vote,2020,4,1,2,5,3,5,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,1
2020_320711,80,Male,White,22,0.712762677867518,Donald Trump,NA,6,6,1,30,100,Republican,0,100,30,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_320735,71,Female,White,10,0.901302948075727,Donald Trump,NA,7,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_320742,24,Female,White,6,1.34904869476528,NA,NA,3,6,2,70,40,Democrat,1,70,40,0,NA,Didn't Vote,2020,2,6,1,-3,4,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_320773,44,Female,White,NA,0.327879059921748,NA,NA,NA,4,4,50,60,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1
2020_320803,59,Male,White,20,2.66063975268863,Donald Trump,NA,4,6,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,6,1,-2,3,5,4,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_320810,NA,NA,NA,NA,0.882076220637428,NA,NA,4,5,1,0,60,NA,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
2020_320865,38,Female,White,11,0.484558366021104,NA,NA,3,7,1,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2020,1,7,2,-4,6,2,-0.3333333333333333,0.6666666666666666,-1,1,-0.33333333333333337,0,1
2020_320896,36,Female,White,20,0.973209228215154,NA,NA,6,5,1,15,85,Republican,0,85,15,0,NA,Didn't Vote,2020,5,1,1,5,4,2,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_320926,60,Male,White,2,0.265361576269696,NA,NA,4,2,4,30,40,Republican,1,40,30,0,NA,Didn't Vote,2020,2,4,2,0,2,4,0,0.5,-0.6666666666666666,0.16666666666666669,0.3333333333333333,1,1
2020_320940,38,Male,White,5,0.662868783589939,NA,NA,4,7,2,0,0,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2020_320995,39,Female,White,7,0.292260067033736,NA,NA,NA,5,2,60,70,Democrat,0,60,70,0,NA,Didn't Vote,2020,2,5,NA,NA,3,2,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,1
2020_321004,71,Female,White,19,1.2777913728252701,Donald Trump,NA,5,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,-1,4,5,5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_321035,29,Male,Other,4,0.765689393811489,NA,NA,NA,4,4,NA,NA,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
2020_321042,42,Male,Other,18,0.741543538813786,NA,NA,6,6,1,0,60,Republican,0,60,0,0,NA,Didn't Vote,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,0
2020_321066,80,Male,Other,18,0.630682170635245,NA,NA,4,6,2,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2020,2,6,2,-2,4,5,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,0
2020_321103,52,Female,White,22,0.981370211413672,Elizabeth Warren,NA,2,7,3,80,0,Democrat,0,80,0,1,Democrat,Loser,2020,3,7,-1,-5,4,3,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_321134,49,Male,Black,10,2.655206555529,NA,NA,4,7,1,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2020,1,7,3,-3,6,3,0,0.5,-1,1,-0.5,1,0
2020_321141,69,Male,White,17,2.20503817372586,NA,NA,7,5,1,15,85,Republican,0,85,15,0,NA,Didn't Vote,2020,5,1,2,6,4,5,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,1,1
2020_321226,60,Male,White,1,0.13781065043167,NA,NA,3,4,4,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2020,4,4,-1,-1,0,4,-0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,1,1
2020_321271,69,Female,White,22,1.23008541368263,NA,NA,4,7,2,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2020,2,7,2,-3,5,5,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_321288,69,Female,Other,17,1.80765313940054,Donald Trump,NA,4,6,2,15,85,Republican,0,85,15,1,Republican,Winner,2020,6,2,-2,2,4,5,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_321301,27,Female,White,NA,0.546819385959166,NA,NA,4,7,1,50,70,Republican,NA,70,50,0,NA,Didn't Vote,2020,7,1,-3,3,6,1,0,0.5,1,1,-0.5,0,1
2020_321325,30,Female,Black,1,0.148824976842844,NA,NA,1,5,3,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2020,3,5,-2,-4,2,1,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,0
2020_321332,56,Female,Black,10,0.949721701397827,Joe Biden,NA,NA,7,3,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,3,7,NA,NA,4,4,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2020_321356,33,Female,White,14,2.25272045544498,Donald Trump,NA,6,7,1,0,40,Republican,0,40,0,1,Republican,Winner,2020,7,1,-1,5,6,2,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,0,1
2020_321394,36,Female,White,2,0.10390152141838,Donald Trump,NA,3,6,2,60,50,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,2,-0.3333333333333333,NA,NA,NA,NA,0,1
2020_321400,65,Female,Other,7,0.319812752254083,Elizabeth Warren,NA,3,7,2,85,0,Democrat,0,85,0,1,Democrat,Loser,2020,2,7,1,-4,5,4,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,0
2020_321424,51,Female,White,14,0.733949246782204,NA,NA,4,7,3,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2020,3,7,1,-3,4,3,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2020_321431,73,Female,White,7,0.304067441259972,NA,NA,2,6,2,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2020,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_321448,79,Male,White,NA,0.536343890724153,NA,NA,6,6,1,15,70,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,0.6666666666666666,NA,NA,NA,NA,1,1
2020_321462,20,Male,White,7,1.2735684158152,NA,NA,5,6,1,35,70,Republican,0,70,35,0,NA,Didn't Vote,2020,6,1,-1,4,5,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_321493,24,Female,White,8,0.500528986413283,NA,NA,4,5,3,40,60,Republican,0,60,40,0,NA,Didn't Vote,2020,5,3,-1,1,2,1,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2020_321509,20,Male,White,1,0.866355371176712,NA,NA,4,7,1,15,15,Republican,1,15,15,0,NA,Didn't Vote,2020,7,1,-3,3,6,1,0,0.5,1,1,-0.5,1,1
2020_321516,35,Male,White,20,0.536055378683097,Elizabeth Warren,NA,3,7,4,65,10,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,2,-0.3333333333333333,NA,NA,NA,NA,1,1
2020_321585,23,Female,White,9,0.501044259804739,NA,NA,5,7,1,40,70,Republican,0,70,40,0,NA,Didn't Vote,2020,7,1,-2,4,6,1,0.3333333333333333,0.6666666666666666,1,1,-0.33333333333333337,0,1
2020_321592,57,Female,White,16,0.448877358586635,NA,NA,4,6,5,15,0,Democrat,0,15,0,0,NA,Didn't Vote,2020,5,6,-1,-2,1,4,0,0.5,0.3333333333333333,0.33333333333333337,0.16666666666666663,0,1
2020_321608,66,Male,White,6,0.275487151078283,NA,NA,3,4,3,70,2,Democrat,1,70,2,0,NA,Didn't Vote,2020,3,4,0,-1,1,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,1
2020_321622,62,Male,Other,4,0.170658581808726,Someone Neither Dem. Nor Rep.,NA,6,5,1,50,70,Republican,1,70,50,1,NA,Voted in Other Party Primary,2020,5,1,1,5,4,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,0
2020_321677,65,Female,White,20,0.694328149857713,Joe Biden,NA,2,6,2,80,15,Democrat,0,80,15,1,Democrat,Winner,2020,2,6,0,-4,4,4,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_321691,67,Female,White,3,0.0856936297653173,Joe Biden,NA,4,NA,NA,70,30,Democrat,1,70,30,1,Democrat,Winner,2020,NA,NA,NA,NA,NA,5,0,0.5,NA,NA,NA,0,1
2020_321813,49,Male,White,3,0.514216928027774,NA,NA,3,6,6,85,70,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,3,-0.3333333333333333,NA,NA,NA,NA,1,1
2020_321820,36,Female,White,21,1.25924295025803,NA,NA,5,6,2,15,60,Republican,0,60,15,0,NA,Didn't Vote,2020,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_321851,27,Male,White,6,1.02543368455324,NA,NA,4,4,3,50,50,Republican,1,50,50,0,NA,Didn't Vote,2020,4,3,0,1,1,1,0,0.5,0,0.5,0,1,1
2020_321868,26,Female,White,NA,0.497583002541747,NA,NA,4,7,1,10,10,Republican,NA,10,10,0,NA,Didn't Vote,2020,7,1,-3,3,6,1,0,0.5,1,1,-0.5,0,1
2020_321905,59,Male,White,11,0.740733017621319,Donald Trump,NA,6,6,1,0,95,Republican,0,95,0,1,Republican,Winner,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_321943,61,Female,White,3,0.209832319072628,NA,NA,NA,4,4,15,15,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,1
2020_321974,30,Male,White,10,0.419171376996885,Joe Biden,NA,NA,4,4,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,4,4,NA,NA,0,1,NA,NA,0,0.5,NA,1,1
2020_322021,25,Female,Black,18,2.63961868814195,Joe Biden,NA,NA,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,2,7,NA,NA,5,1,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,0
2020_322038,38,Male,White,19,0.78888765599414,Pete Buttigieg,NA,2,7,2,85,0,Democrat,0,85,0,1,Democrat,Loser,2020,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_322083,51,Female,White,22,0.808497883257843,Donald Trump,NA,4,6,7,60,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,1
2020_322137,80,Female,White,12,0.624283560168632,NA,NA,6,6,2,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_322182,NA,Male,NA,NA,0.0881216148659878,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020_322199,80,Male,White,6,0.494016988770142,Donald Trump,NA,5,5,2,40,60,Republican,1,60,40,1,Republican,Winner,2020,5,2,0,3,3,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,1,1
2020_322243,NA,Male,White,NA,0.20582850468367,NA,NA,4,2,6,NA,NA,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1
2020_322267,37,Female,White,13,1.00863472624253,Donald Trump,NA,4,7,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,7,1,-3,3,6,2,0,0.5,1,1,-0.5,0,1
2020_322274,43,Female,White,19,1.7246045861308,Donald Trump,NA,7,5,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,5,1,2,6,4,2,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_322281,65,Male,White,2,0.0959701976609093,Joe Biden,NA,1,6,2,100,50,Democrat,1,100,50,1,Democrat,Winner,2020,2,6,-1,-5,4,4,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_322328,76,Female,Black,5,2.49284959708791,NA,NA,4,7,1,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2020,1,7,3,-3,6,5,0,0.5,-1,1,-0.5,0,0
2020_322335,56,Female,White,1,0.237234100750232,NA,NA,NA,6,1,0,85,Republican,1,85,0,0,NA,Didn't Vote,2020,6,1,NA,NA,5,4,NA,NA,0.6666666666666666,0.8333333333333333,NA,0,1
2020_322366,39,Male,Other,20,1.60410660410224,Elizabeth Warren,NA,2,7,2,75,5,Democrat,0,75,5,1,Democrat,Loser,2020,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,0
2020_322380,40,Male,White,6,1.09103343686517,NA,NA,NA,6,2,80,40,Democrat,1,80,40,0,NA,Didn't Vote,2020,2,6,NA,NA,4,2,NA,NA,-0.6666666666666666,0.8333333333333333,NA,1,1
2020_322465,80,Female,Other,10,0.775309624492807,Other Republican,NA,5,5,1,15,NA,Republican,0,NA,15,1,Republican,Loser,2020,5,1,0,4,4,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,0
2020_322526,27,Female,White,1,0.451038371385802,Someone Neither Dem. Nor Rep.,NA,NA,NA,NA,NA,NA,Independent,1,NA,NA,1,NA,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1
2020_322533,36,Female,White,20,1.66448222220207,Donald Trump,NA,6,6,1,95,NA,Republican,0,NA,95,1,Republican,Winner,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_322540,28,Male,White,19,0.807252703351806,NA,NA,6,6,1,10,70,Republican,0,70,10,0,NA,Didn't Vote,2020,6,1,0,5,5,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_322564,NA,Male,NA,NA,2.44696811241453,NA,NA,NA,7,2,80,0,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020_322632,62,Female,Other,22,2.12563144990279,NA,NA,4,7,4,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2020,4,7,0,-3,3,4,0,0.5,0,0.5,0,0,0
2020_322649,59,Male,White,19,1.26899310222573,Joe Biden,NA,4,6,2,50,0,Republican,0,0,50,1,Democrat,Voted in Other Party Primary,2020,6,2,-2,2,4,4,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_322656,74,Male,White,15,0.461450952457426,NA,NA,6,7,2,70,0,Republican,0,0,70,0,NA,Didn't Vote,2020,7,2,-1,4,5,5,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,1,1
2020_322694,71,Male,White,7,0.281105604970737,NA,NA,4,7,2,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,2,7,2,-3,5,5,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_322700,28,Male,Other,5,1.67691137116278,NA,NA,4,7,2,50,15,Democrat,1,50,15,0,NA,Didn't Vote,2020,2,7,2,-3,5,1,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,0
2020_322755,44,Female,White,15,0.159014827164233,Joe Biden,NA,2,6,2,85,40,Democrat,0,85,40,1,Democrat,Winner,2020,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_322762,45,Male,White,19,2.54254463282731,Joe Biden,NA,1,7,3,75,0,Democrat,0,75,0,1,Democrat,Winner,2020,3,7,-2,-6,4,3,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,1,1
2020_322786,80,Female,White,6,0.174425526838396,NA,NA,2,7,2,75,15,Democrat,1,75,15,0,NA,Didn't Vote,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_322816,59,Male,White,13,1.18354257163105,NA,NA,6,6,2,15,60,Republican,0,60,15,0,NA,Didn't Vote,2020,6,2,0,4,4,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_322830,69,Male,White,11,1.0186437112189,Joe Biden,NA,3,6,3,60,15,Democrat,0,60,15,1,Democrat,Winner,2020,3,6,0,-3,3,5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,1
2020_322847,47,Female,Black,7,0.891018926050592,Joe Biden,NA,NA,2,6,70,0,Democrat,0,70,0,1,Democrat,Winner,2020,6,2,NA,NA,4,3,NA,NA,0.6666666666666666,0.16666666666666669,NA,0,0
2020_322854,60,Female,White,15,0.934109155532998,Donald Trump,NA,6,6,1,0,85,Republican,0,85,0,1,Republican,Winner,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_322861,39,Female,White,22,0.869408045873522,NA,NA,2,6,2,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2020,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_322892,80,Male,White,1,0.105474976397341,NA,NA,7,6,1,0,85,Republican,1,85,0,0,NA,Didn't Vote,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_322946,58,Male,White,18,1.34191410523998,Donald Trump,NA,6,5,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,5,1,1,5,4,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_322984,62,Male,White,7,0.577261707128071,Donald Trump,NA,5,6,2,30,85,Republican,0,85,30,1,Republican,Winner,2020,6,2,-1,3,4,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_323000,48,Female,Black,6,0.589879705575374,Bernie Sanders,NA,NA,NA,NA,100,0,Democrat,1,100,0,1,Democrat,Loser,2020,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0
2020_323017,35,Male,White,21,2.05955419807579,NA,NA,4,3,4,45,60,Republican,0,60,45,0,NA,Didn't Vote,2020,3,4,1,0,1,2,0,0.5,-0.3333333333333333,0.33333333333333337,0.16666666666666663,1,1
2020_323024,43,Male,Black,8,2.06871090239523,NA,NA,4,7,1,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2020,1,7,3,-3,6,2,0,0.5,-1,1,-0.5,1,0
2020_323062,48,Male,White,10,0.692575835756175,Donald Trump,NA,6,4,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,4,1,2,5,3,3,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,1
2020_323093,37,Female,Other,1,0.102963559606108,Joe Biden,NA,1,7,3,75,0,Democrat,1,75,0,1,Democrat,Winner,2020,3,7,-2,-6,4,2,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,0
2020_323123,43,Male,White,17,0.941316817788408,Joe Biden,NA,2,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_323147,53,Female,White,22,0.981923822551653,Bernie Sanders,NA,1,7,3,100,0,Democrat,0,100,0,1,Democrat,Loser,2020,3,7,-2,-6,4,3,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_323154,59,Male,Black,12,1.32296540105422,NA,NA,6,1,7,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2020,7,1,-1,5,6,4,0.6666666666666666,0.16666666666666669,1,0,0.16666666666666669,1,0
2020_323222,24,Female,Black,1,2.42641717895536,Joe Biden,NA,4,6,2,85,30,Democrat,1,85,30,1,Democrat,Winner,2020,2,6,2,-2,4,1,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_323253,80,Male,White,1,0.292324642268423,Joe Biden,NA,NA,7,4,100,0,Democrat,1,100,0,1,Democrat,Winner,2020,4,7,NA,NA,3,5,NA,NA,0,0.5,NA,1,1
2020_323284,55,Male,White,15,0.582549772952432,Joe Biden,NA,3,5,2,70,30,Democrat,0,70,30,1,Democrat,Winner,2020,2,5,1,-2,3,3,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_323338,50,Female,Black,6,0.401707165857168,NA,NA,4,4,3,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,0
2020_323352,22,Female,Other,2,0.495240829722209,NA,NA,3,7,2,60,0,Democrat,1,60,0,0,NA,Didn't Vote,2020,2,7,1,-4,5,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,0
2020_323376,57,Male,Other,17,1.17968583659757,Donald Trump,NA,6,5,2,15,70,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,4,0.6666666666666666,NA,NA,NA,NA,1,0
2020_323383,78,Female,Other,1,0.235859485772815,Joe Biden,NA,2,2,2,60,15,Democrat,1,60,15,1,Democrat,Winner,2020,2,2,0,0,0,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,0
2020_323420,20,Female,Other,8,4.92400137223424,NA,NA,3,6,2,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2020,2,6,1,-3,4,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,0
2020_323437,79,Male,White,1,0.423393616928902,NA,NA,4,7,3,50,60,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,1,1
2020_323482,42,Male,White,22,1.18401489741797,NA,NA,5,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,1,-1,4,5,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_323543,55,Male,Black,1,0.261185182318362,Joe Biden,NA,5,6,3,60,0,Democrat,1,60,0,1,Democrat,Winner,2020,3,6,2,-1,3,3,0.3333333333333333,0.33333333333333337,-0.3333333333333333,0.6666666666666666,-0.33333333333333326,1,0
2020_323598,18,Male,White,1,1.10172429693257,NA,NA,6,6,1,0,85,Republican,1,85,0,0,NA,Didn't Vote,2020,6,1,0,5,5,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_323611,18,Female,Other,10,4.02026461388094,Joe Biden,NA,3,7,2,70,40,Democrat,0,70,40,1,Democrat,Winner,2020,2,7,1,-4,5,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,0
2020_323642,NA,Female,White,17,0.957429934780727,NA,NA,4,6,2,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1
2020_323697,36,Male,Other,19,0.749898938356351,Bernie Sanders,NA,2,6,2,70,0,Democrat,0,70,0,1,Democrat,Loser,2020,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,0
2020_323703,57,Male,White,1,0.360997261090909,NA,NA,6,6,1,0,70,Republican,1,70,0,0,NA,Didn't Vote,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_323734,61,Female,White,22,0.832529760829361,Bernie Sanders,NA,2,7,3,65,0,Democrat,0,65,0,1,Democrat,Loser,2020,3,7,-1,-5,4,4,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_323789,21,Female,Other,7,3.22438309695127,NA,NA,2,6,2,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2020,2,6,0,-4,4,1,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,0
2020_323819,54,Male,White,15,0.413293996077636,Donald Trump,NA,4,5,3,60,60,Republican,0,60,60,1,Republican,Winner,2020,5,3,-1,1,2,3,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2020_323857,38,Male,White,20,0.95414144748621,Donald Trump,NA,3,5,3,15,85,Republican,0,85,15,1,Republican,Winner,2020,5,3,-2,0,2,2,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,-0.33333333333333326,1,1
2020_323888,73,Male,White,10,0.525160765119039,Joe Biden,NA,2,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
