case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2016_123,33,Female,Other,17,0.9433,Didn't Vote,NA,4,7,1,15,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0
2016_124,87,Female,White,NA,0.514,John Kasich,1,4,6,1,50,50,NA,NA,NA,NA,1,NA,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2016_125,26,Male,White,13,0.5134,Didn't Vote,NA,6,5,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016,5,2,1,4,3,1,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_126,34,Female,Other,11,0.3035,Didn't Vote,NA,3,6,2,60,60,Republican,1,60,60,0,NA,Didn't Vote,2016,6,2,-3,1,4,2,-0.3333333333333333,0.33333333333333337,0.6666666666666666,0.8333333333333333,-0.4999999999999999,0,0
2016_127,33,Female,White,24,0.6075,Didn't Vote,NA,2,6,4,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,-0.6666666666666666,NA,NA,NA,NA,0,1
2016_128,57,Male,White,1,0.6912,Another Republican,1,6,5,2,40,60,Republican,1,60,40,1,Republican,Loser,2016,5,2,1,4,3,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_129,27,Male,White,23,0.616,Didn't Vote,NA,4,6,2,50,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1
2016_130,38,Female,Other,20,1.3328,Marco Rubio,1,5,6,3,30,70,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,2,0.3333333333333333,NA,NA,NA,NA,0,0
2016_131,81,Male,White,1,1.2962,Didn't Vote,NA,NA,4,3,100,NA,Democrat,1,100,NA,0,NA,Didn't Vote,2016,3,4,NA,NA,1,5,NA,NA,-0.3333333333333333,0.6666666666666666,NA,1,1
2016_132,51,Female,White,1,1.5339,Didn't Vote,NA,4,7,2,40,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,1
2016_133,75,Female,White,11,0.4226,John Kasich,1,4,5,1,70,70,Independent,1,NA,NA,1,NA,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2016_134,74,Female,White,13,0.3177,Donald Trump,1,4,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016,6,1,-2,3,5,5,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2016_135,43,Male,White,25,1.7145,Bernie Sanders,1,4,6,5,60,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2016_136,58,Male,White,25,0.8623,Didn't Vote,NA,4,6,3,60,50,Democrat,0,60,50,0,NA,Didn't Vote,2016,3,6,1,-2,3,4,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2016_137,36,Female,White,3,1.1472,Didn't Vote,NA,1,6,3,65,35,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,-1,NA,NA,NA,NA,0,1
2016_138,23,Female,White,7,1.8974,Didn't Vote,NA,NA,6,2,40,60,Republican,1,60,40,0,NA,Didn't Vote,2016,6,2,NA,NA,4,1,NA,NA,0.6666666666666666,0.8333333333333333,NA,0,1
2016_139,88,Female,White,3,0.402,Didn't Vote,NA,7,6,1,40,85,Republican,1,85,40,0,NA,Didn't Vote,2016,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2016_140,57,Female,White,18,0.8827,Didn't Vote,NA,5,6,2,30,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,4,0.3333333333333333,NA,NA,NA,NA,0,1
2016_141,59,Female,White,16,0.7617,Bernie Sanders,1,2,6,3,85,0,Democrat,0,85,0,1,Democrat,Loser,2016,3,6,-1,-4,3,4,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2016_142,86,Female,White,5,0.2953,Donald Trump,1,6,6,2,50,60,Republican,1,60,50,1,Republican,Winner,2016,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2016_143,57,Male,Other,NA,0.4007,Didn't Vote,NA,1,5,2,90,20,Democrat,NA,90,20,0,NA,Didn't Vote,2016,2,5,-1,-4,3,4,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,1,0
2016_144,84,Female,White,5,0.2131,Didn't Vote,NA,NA,NA,NA,50,50,NA,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1
2016_145,60,Male,Other,5,0.3801,Didn't Vote,NA,5,2,6,70,30,Democrat,1,70,30,0,NA,Didn't Vote,2016,6,2,-1,3,4,4,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.16666666666666669,0.16666666666666669,1,0
2016_146,45,Male,White,15,0.8262,Bernie Sanders,1,2,6,3,60,15,Democrat,0,60,15,1,Democrat,Loser,2016,3,6,-1,-4,3,2,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_147,30,Male,White,11,0.5893,Didn't Vote,NA,4,4,4,50,60,Republican,1,60,50,0,NA,Didn't Vote,2016,4,4,0,0,0,1,0,0.5,0,0.5,0,1,1
2016_148,78,Male,White,1,1.2959,Didn't Vote,NA,6,4,1,15,40,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,5,0.6666666666666666,NA,NA,NA,NA,1,1
2016_149,72,Female,Black,14,0.3903,Hillary Clinton,1,5,3,4,85,30,Democrat,0,85,30,1,Democrat,Winner,2016,4,3,1,2,1,5,0.3333333333333333,0.33333333333333337,0,0.5,-0.16666666666666663,0,0
2016_150,36,Male,White,21,0.6618,Bernie Sanders,1,3,6,2,85,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,2,-0.3333333333333333,NA,NA,NA,NA,1,1
2016_151,86,Male,White,2,1.2448,Hillary Clinton,1,5,4,6,100,50,Democrat,1,100,50,1,Democrat,Winner,2016,6,4,-1,1,2,5,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.16666666666666669,0.16666666666666669,1,1
2016_152,55,Other/Refused,White,26,0.772,Hillary Clinton,1,2,7,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2016,2,7,0,-5,5,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2016_153,50,Female,White,22,0.3153,Ted Cruz,1,NA,NA,NA,40,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1
2016_154,68,Male,Black,12,0.5875,Hillary Clinton,1,2,6,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2016,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,0
2016_155,69,Male,White,12,0.8209,Hillary Clinton,1,2,6,3,70,15,Democrat,0,70,15,1,Democrat,Winner,2016,3,6,-1,-4,3,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_156,62,Female,White,20,0.3642,Donald Trump,1,4,7,1,30,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,1
2016_157,42,Male,White,10,1.3601,Didn't Vote,NA,4,6,3,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2016_158,42,Female,Other,15,0.4354,Donald Trump,1,4,7,2,70,15,Democrat,0,70,15,1,Republican,Voted in Other Party Primary,2016,2,7,2,-3,5,2,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2016_159,25,Male,White,NA,0.9144,Didn't Vote,NA,4,4,2,40,40,Independent,NA,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1
2016_160,55,Male,Other,19,0.7284,Didn't Vote,NA,6,3,1,0,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,3,0.6666666666666666,NA,NA,NA,NA,1,0
2016_161,76,Female,White,20,0.9745,Hillary Clinton,1,2,6,2,70,50,Democrat,0,70,50,1,Democrat,Winner,2016,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2016_162,31,Female,White,8,1.0004,Bernie Sanders,1,1,6,2,90,0,Democrat,1,90,0,1,Democrat,Loser,2016,2,6,-1,-5,4,1,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2016_163,52,Male,White,7,2.9775,Donald Trump,1,NA,4,5,0,70,Democrat,1,0,70,1,Republican,Voted in Other Party Primary,2016,5,4,NA,NA,1,3,NA,NA,0.3333333333333333,0.33333333333333337,NA,1,1
2016_164,35,Male,Other,19,1.0187,Didn't Vote,NA,2,6,4,40,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,-0.6666666666666666,NA,NA,NA,NA,1,0
2016_165,25,Male,Black,17,1.4518,Didn't Vote,NA,6,4,4,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2016,4,4,2,2,0,1,0.6666666666666666,0.16666666666666669,0,0.5,-0.3333333333333333,1,0
2016_166,34,Female,Other,22,0.941,Ted Cruz,1,6,7,2,40,60,Republican,0,60,40,1,Republican,Loser,2016,7,2,-1,4,5,2,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,0,0
2016_167,38,Female,White,7,0.2467,Didn't Vote,NA,NA,4,6,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1
2016_168,73,Other/Refused,White,NA,0.3085,Marco Rubio,1,5,5,2,30,50,Independent,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,0.3333333333333333,NA,NA,NA,NA,0,1
2016_169,52,Female,White,21,0.4564,Didn't Vote,NA,4,3,5,60,40,Democrat,0,60,40,0,NA,Didn't Vote,2016,5,3,-1,1,2,3,0,0.5,0.3333333333333333,0.33333333333333337,0.16666666666666663,0,1
2016_170,66,Female,White,23,0.5541,Didn't Vote,NA,4,7,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2016,7,1,-3,3,6,4,0,0.5,1,1,-0.5,0,1
2016_171,65,Female,White,9,1.8286,Didn't Vote,NA,4,3,5,70,0,Democrat,1,70,0,0,NA,Didn't Vote,2016,5,3,-1,1,2,4,0,0.5,0.3333333333333333,0.33333333333333337,0.16666666666666663,0,1
2016_172,45,Female,White,25,0.2612,Didn't Vote,NA,5,6,2,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2016_173,59,Male,White,12,0.7246,Didn't Vote,NA,NA,6,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016,6,2,NA,NA,4,4,NA,NA,0.6666666666666666,0.8333333333333333,NA,1,1
2016_174,25,Male,Other,3,0.5224,Didn't Vote,NA,NA,2,6,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
2016_175,37,Female,White,28,1.3948,Hillary Clinton,1,2,6,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2016,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2016_176,66,Female,White,14,0.4217,Didn't Vote,NA,NA,2,7,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2016,7,2,NA,NA,5,4,NA,NA,1,0,NA,0,1
2016_177,74,Male,White,13,0.2217,Donald Trump,1,6,5,2,50,70,Republican,0,70,50,1,Republican,Winner,2016,5,2,1,4,3,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_178,28,Male,Other,17,0.2899,Didn't Vote,NA,4,5,2,85,50,NA,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0
2016_179,57,Female,Black,2,0.5098,Hillary Clinton,1,4,4,7,100,70,Democrat,1,100,70,1,Democrat,Winner,2016,7,4,-3,0,3,4,0,0.5,1,0,0.5,0,0
2016_180,27,Male,White,21,0.7683,Didn't Vote,NA,NA,4,3,70,70,NA,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2016_181,24,Male,White,16,0.6244,Didn't Vote,NA,3,6,2,60,50,Democrat,0,60,50,0,NA,Didn't Vote,2016,2,6,1,-3,4,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2016_182,23,Male,White,11,1.2391,Didn't Vote,NA,NA,4,4,50,50,NA,1,NA,NA,0,NA,NA,2016,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2016_183,43,Male,White,22,0.617,Didn't Vote,NA,3,5,3,40,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,-0.3333333333333333,NA,NA,NA,NA,1,1
2016_184,58,Female,White,27,1.1123,Didn't Vote,NA,4,6,2,15,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,1
2016_185,42,Female,Black,13,1.607,Didn't Vote,NA,NA,1,7,85,60,Democrat,0,85,60,0,NA,Didn't Vote,2016,7,1,NA,NA,6,2,NA,NA,1,0,NA,0,0
2016_186,57,Female,Other,9,0.324,Didn't Vote,NA,4,4,4,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016,4,4,0,0,0,4,0,0.5,0,0.5,0,0,0
2016_187,30,Female,Other,5,2.3718,Didn't Vote,NA,5,6,3,85,60,NA,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0.3333333333333333,NA,NA,NA,NA,0,0
2016_188,69,Male,Black,1,0.3376,Didn't Vote,NA,NA,5,1,85,40,Democrat,1,85,40,0,NA,Didn't Vote,2016,1,5,NA,NA,4,5,NA,NA,-1,1,NA,1,0
2016_189,87,Female,White,1,4.1611,Didn't Vote,NA,4,3,4,30,100,Republican,1,100,30,0,NA,Didn't Vote,2016,3,4,1,0,1,5,0,0.5,-0.3333333333333333,0.33333333333333337,0.16666666666666663,0,1
2016_190,56,Male,White,18,3.7237,Ted Cruz,1,6,6,1,30,60,Republican,0,60,30,1,Republican,Loser,2016,6,1,0,5,5,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2016_191,18,Male,Other,1,0.8654,Bernie Sanders,1,NA,3,3,0,100,Republican,1,100,0,1,Democrat,Voted in Other Party Primary,2016,3,3,NA,NA,0,1,NA,NA,-0.3333333333333333,0.33333333333333337,NA,1,0
2016_192,23,Male,White,3,1.523,Didn't Vote,NA,6,6,2,15,49,Republican,1,49,15,0,NA,Didn't Vote,2016,6,2,0,4,4,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2016_193,71,Male,Other,18,0.161,Ted Cruz,1,6,5,2,0,30,Republican,0,30,0,1,Republican,Loser,2016,5,2,1,4,3,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,0
2016_194,19,Female,White,11,0.7466,Bernie Sanders,1,2,6,3,70,15,Democrat,1,70,15,1,Democrat,Loser,2016,3,6,-1,-4,3,1,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2016_195,44,Male,White,14,0.798,Didn't Vote,NA,4,5,6,70,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2016_196,21,Female,White,3,2.1258,Didn't Vote,NA,4,NA,5,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1
2016_197,67,Male,White,7,0.2037,Didn't Vote,NA,NA,5,3,40,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1
2016_198,23,Female,Other,8,1.5096,Didn't Vote,NA,3,4,2,40,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,-0.3333333333333333,NA,NA,NA,NA,0,0
2016_199,41,Female,Other,23,1.1154,Didn't Vote,NA,3,6,3,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016,3,6,0,-3,3,2,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,0
2016_200,49,Male,White,25,1.9632,Donald Trump,1,NA,6,2,70,70,Republican,0,70,70,1,Republican,Winner,2016,6,2,NA,NA,4,3,NA,NA,0.6666666666666666,0.8333333333333333,NA,1,1
2016_201,78,Female,White,7,0.1756,Ted Cruz,1,7,6,1,0,75,Republican,1,75,0,1,Republican,Loser,2016,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2016_202,74,Female,Other,26,0.6528,Didn't Vote,NA,6,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,0
2016_203,40,Female,White,22,0.2334,Didn't Vote,NA,4,6,7,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,1
2016_204,53,Male,White,27,1.1378,Donald Trump,1,6,4,2,40,30,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,3,0.6666666666666666,NA,NA,NA,NA,1,1
2016_205,63,Male,White,21,0.7813,Didn't Vote,NA,7,6,1,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016,6,1,1,6,5,4,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2016_206,65,Female,White,25,1.2844,Ted Cruz,1,6,5,1,30,60,Republican,0,60,30,1,Republican,Loser,2016,5,1,1,5,4,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2016_207,64,Female,White,15,0.4886,Donald Trump,1,4,5,3,40,60,Republican,0,60,40,1,Republican,Winner,2016,5,3,-1,1,2,4,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2016_208,24,Male,White,26,1.9267,Marco Rubio,1,6,6,2,50,30,Republican,0,30,50,1,Republican,Loser,2016,6,2,0,4,4,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2016_209,50,Male,Black,9,1.1931,Didn't Vote,NA,4,6,4,70,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,0
2016_210,23,Female,Black,22,1.4618,Didn't Vote,NA,5,5,3,70,70,NA,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0.3333333333333333,NA,NA,NA,NA,0,0
2016_211,25,Male,White,11,0.2982,Didn't Vote,NA,2,7,2,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016,2,7,0,-5,5,1,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2016_212,44,Female,White,17,1.3032,Marco Rubio,1,5,6,2,15,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,2,0.3333333333333333,NA,NA,NA,NA,0,1
2016_213,76,Female,White,16,0.3132,Didn't Vote,NA,1,7,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2016,2,7,-1,-6,5,5,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2016_214,68,Male,White,25,0.6602,Didn't Vote,NA,5,7,1,15,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,5,0.3333333333333333,NA,NA,NA,NA,1,1
2016_215,21,Female,White,2,2.4453,Didn't Vote,NA,4,5,6,60,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1
2016_216,67,Female,White,9,0.1978,Didn't Vote,NA,6,3,3,60,60,Democrat,1,60,60,0,NA,Didn't Vote,2016,3,3,3,3,0,5,0.6666666666666666,0.16666666666666669,-0.3333333333333333,0.6666666666666666,-0.49999999999999994,0,1
2016_217,68,Female,White,20,2.6148,Ted Cruz,1,6,6,2,15,85,Republican,0,85,15,1,Republican,Loser,2016,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2016_218,35,Female,Other,21,1.0282,Hillary Clinton,1,1,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2016,2,7,-1,-6,5,2,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,0
2016_219,61,Male,White,22,1.0236,Donald Trump,1,5,6,2,30,70,Republican,0,70,30,1,Republican,Winner,2016,6,2,-1,3,4,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2016_220,25,Male,White,9,0.3852,Bernie Sanders,1,2,7,4,60,15,Democrat,1,60,15,1,Democrat,Loser,2016,4,7,-2,-5,3,1,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,1
2016_221,67,Male,White,14,0.9124,Donald Trump,1,3,6,2,15,15,Democrat,0,15,15,1,Republican,Voted in Other Party Primary,2016,2,6,1,-3,4,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2016_222,69,Male,White,1,0.6434,Didn't Vote,NA,6,6,3,30,70,Republican,1,70,30,0,NA,Didn't Vote,2016,6,3,0,3,3,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2016_223,68,Female,White,23,1.6453,Marco Rubio,1,4,6,1,15,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2016_224,32,Male,Other,17,0.7024,Didn't Vote,NA,NA,NA,3,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
2016_225,62,Male,White,13,0.821,Ted Cruz,1,7,4,2,10,40,NA,0,NA,NA,1,Republican,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,1,1
2016_226,69,Female,White,22,0.9549,Didn't Vote,NA,6,6,2,35,65,Republican,0,65,35,0,NA,Didn't Vote,2016,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2016_227,85,Male,White,13,0.2464,Donald Trump,1,6,4,3,30,60,Republican,0,60,30,1,Republican,Winner,2016,4,3,2,3,1,5,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,1
2016_228,88,Female,White,1,0.2694,John Kasich,1,NA,NA,NA,50,50,Republican,1,50,50,1,NA,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1
2016_229,26,Male,White,1,0.1818,Donald Trump,1,5,4,4,60,40,Republican,1,40,60,1,Republican,Winner,2016,4,4,1,1,0,1,0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,1,1
2016_230,38,Male,White,9,1.1674,Didn't Vote,NA,NA,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1
2016_231,50,Female,Black,19,0.3812,Didn't Vote,NA,NA,6,3,60,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0
2016_232,54,Female,White,28,1.1939,Bernie Sanders,1,2,7,2,70,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,3,-0.6666666666666666,NA,NA,NA,NA,0,1
2016_233,68,Female,White,17,1.1055,Bernie Sanders,1,3,6,2,60,60,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,5,-0.3333333333333333,NA,NA,NA,NA,0,1
2016_234,NA,Female,Other,13,0.3465,Hillary Clinton,1,4,1,6,85,0,Democrat,0,85,0,1,Democrat,Winner,2016,6,1,-2,3,5,NA,0,0.5,0.6666666666666666,0.16666666666666669,0.3333333333333333,0,0
2016_235,45,Male,White,24,0.4928,Another Republican,1,6,5,2,15,60,Republican,0,60,15,1,Republican,Loser,2016,5,2,1,4,3,2,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2016_236,60,Female,White,22,1.1886,John Kasich,1,4,6,2,40,40,Independent,0,NA,NA,1,NA,Voted in Other Party Primary,2016,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,1
2016_237,53,Female,White,NA,0.4197,Didn't Vote,NA,6,7,1,30,60,Republican,NA,60,30,0,NA,Didn't Vote,2016,7,1,-1,5,6,3,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,0,1
2016_238,70,Female,White,21,1.5381,Ted Cruz,1,6,6,1,0,100,Republican,0,100,0,1,Republican,Loser,2016,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2016_239,75,Male,White,22,0.7185,Donald Trump,1,7,4,1,0,60,Republican,0,60,0,1,Republican,Winner,2016,4,1,3,6,3,5,1,1,0,0.5,0.5,1,1
2016_240,57,Female,White,NA,0.8486,Ted Cruz,1,7,5,2,15,60,Republican,NA,60,15,1,Republican,Loser,2016,5,2,2,5,3,4,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2016_241,59,Female,Other,2,0.431,Didn't Vote,NA,4,5,5,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,0
2016_242,76,Female,Other,NA,0.297,Bernie Sanders,1,2,6,2,100,0,Democrat,NA,100,0,1,Democrat,Loser,2016,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,0
2016_243,61,Male,Other,13,1.656,Didn't Vote,NA,4,7,5,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016,7,5,-3,-1,2,4,0,0.5,1,1,-0.5,1,0
