age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
66,Female,White,NA,0.8222,Another Democrat,1,5,4,1,15,15,Democrat,NA,15,15,1,Democrat,Loser,2016
69,Female,White,24,0.795,John Kasich,1,5,6,2,70,15,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
68,Male,White,13,0.3819,Donald Trump,1,6,6,1,0,60,Republican,0,60,0,1,Republican,Winner,2016
73,Female,White,3,1.6659,Didn't Vote,NA,99,4,4,0,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
58,Male,White,12,0.5231,Donald Trump,1,6,6,2,0,100,Republican,0,100,0,1,Republican,Winner,2016
54,Female,White,9,0.8754,Didn't Vote,NA,99,1,7,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
70,Female,White,4,0.6776,Bernie Sanders,1,4,4,4,60,50,Democrat,1,60,50,1,Democrat,Loser,2016
50,Female,White,12,1.5873,Didn't Vote,NA,2,3,6,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016
69,Male,Other,17,1.1448,Donald Trump,1,6,6,2,30,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
44,Female,White,28,0.8419,Didn't Vote,NA,4,6,3,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016
56,Female,Black,19,1.2652,Hillary Clinton,1,99,6,2,85,40,Democrat,0,85,40,1,Democrat,Winner,2016
59,Female,White,23,0.8126,Hillary Clinton,1,99,6,3,83,1,Democrat,0,83,1,1,Democrat,Winner,2016
53,Male,White,22,1.0613,Hillary Clinton,1,2,7,3,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
60,Female,Black,25,1.3791,Hillary Clinton,1,2,7,5,75,0,Democrat,0,75,0,1,Democrat,Winner,2016
58,Female,Other,1,3.0348,Hillary Clinton,1,5,6,4,70,15,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
31,Male,Other,15,0.3457,Didn't Vote,NA,4,5,3,40,20,Other,0,NA,NA,0,NA,Didn't Vote,2016
33,Male,White,13,0.7749,Didn't Vote,NA,99,4,4,54,54,Republican,0,54,54,0,NA,Didn't Vote,2016
48,Male,White,21,0.6253,Didn't Vote,NA,5,6,1,15,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Male,Other,17,1.5178,Didn't Vote,NA,99,2,6,85,60,Democrat,0,85,60,0,NA,Didn't Vote,2016
46,Female,Other,1,0.6617,Donald Trump,1,5,7,1,30,70,Republican,1,70,30,1,Republican,Winner,2016
34,Male,White,22,1.1808,Didn't Vote,NA,3,6,2,55,46,Independent,0,NA,NA,0,NA,Didn't Vote,2016
32,Male,Black,21,0.89,Didn't Vote,NA,99,5,2,70,16,Democrat,0,70,16,0,NA,Didn't Vote,2016
35,Male,White,18,0.4844,Didn't Vote,NA,4,6,3,93,26,Democrat,0,93,26,0,NA,Didn't Vote,2016
36,Male,Other,1,0.7416,Didn't Vote,NA,4,7,3,60,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
80,Female,White,22,0.3874,Hillary Clinton,1,99,4,4,60,0,Democrat,0,60,0,1,Democrat,Winner,2016
31,Female,White,1,0.8626,Donald Trump,1,99,4,3,30,100,Republican,1,100,30,1,Republican,Winner,2016
68,Male,Other,22,0.538,Didn't Vote,NA,6,2,4,70,NA,Republican,0,NA,70,0,NA,Didn't Vote,2016
65,Female,Other,15,0.5731,Didn't Vote,NA,4,7,4,50,15,Democrat,0,50,15,0,NA,Didn't Vote,2016
40,Male,Black,8,0.3275,Didn't Vote,NA,4,7,2,84,50,Democrat,1,84,50,0,NA,Didn't Vote,2016
20,Male,Other,17,0.5078,Didn't Vote,NA,99,7,6,50,15,Democrat,0,50,15,0,NA,Didn't Vote,2016
58,Male,White,3,0.9977,Didn't Vote,NA,99,4,4,15,89,Republican,1,89,15,0,NA,Didn't Vote,2016
43,Male,White,26,1.4775,Didn't Vote,NA,5,6,2,50,49,Republican,0,49,50,0,NA,Didn't Vote,2016
36,Male,White,11,0.921,Didn't Vote,NA,99,4,2,100,50,Democrat,1,100,50,0,NA,Didn't Vote,2016
49,Male,White,23,1.3695,John Kasich,1,6,5,1,3,61,Republican,0,61,3,1,Republcian,Voted in Other Party Primary,2016
20,Male,White,28,0.8568,Didn't Vote,NA,6,6,2,NA,NA,Independent,0,NA,NA,0,NA,Didn't Vote,2016
56,Male,White,27,1.637,Marco Rubio,1,6,6,1,1,85,Republican,0,85,1,1,Republican,Loser,2016
46,Female,White,15,0.7961,Donald Trump,1,4,5,2,38,54,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
76,Female,White,5,0.4857,Didn't Vote,NA,6,6,2,16,87,Independent,1,NA,NA,0,NA,Didn't Vote,2016
19,Male,Other,6,1.5872,Didn't Vote,NA,3,6,2,71,30,Democrat,1,71,30,0,NA,Didn't Vote,2016
32,Female,White,23,0.9037,Didn't Vote,NA,99,5,1,3,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
36,Male,White,23,1.4993,Didn't Vote,NA,99,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
39,Female,White,27,0.8576,Bernie Sanders,1,1,7,3,59,32,Democrat,0,59,32,1,Democrat,Loser,2016
59,Male,White,28,0.6254,Didn't Vote,NA,6,6,2,14,54,Independent,0,NA,NA,0,NA,Didn't Vote,2016
41,Female,White,25,0.9534,Didn't Vote,NA,2,6,3,59,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
34,Male,Other,7,1.5693,Didn't Vote,NA,99,4,4,45,48,Independent,1,NA,NA,0,NA,Didn't Vote,2016
30,Female,White,5,0.4142,Another Republican,1,99,7,1,30,70,Republican,1,70,30,1,Republican,Loser,2016
39,Female,White,21,0.8873,Didn't Vote,NA,7,5,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
NA,Male,NA,NA,0.674,Didn't Vote,NA,5,6,2,0,70,Republican,NA,70,0,0,NA,Didn't Vote,2016
57,Female,White,11,0.4106,Ted Cruz,1,6,4,4,40,60,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
33,Male,Black,1,0.8614,Didn't Vote,NA,99,3,3,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2016
35,Female,White,13,0.4672,Bernie Sanders,1,2,6,3,85,18,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
57,Female,White,27,2.1133,Hillary Clinton,1,4,6,2,85,60,Democrat,0,85,60,1,Democrat,Winner,2016
59,Male,White,19,1.1083,Didn't Vote,NA,4,3,5,50,65,Republican,0,65,50,0,NA,Didn't Vote,2016
85,Male,White,26,0.7525,Donald Trump,1,7,6,1,0,85,Republican,0,85,0,1,Republican,Winner,2016
74,Male,White,14,1.0816,Didn't Vote,NA,6,6,1,40,85,Republican,0,85,40,0,NA,Didn't Vote,2016
31,Female,White,13,0.8112,Didn't Vote,NA,3,7,3,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2016
21,Male,Other,7,0.3361,Didn't Vote,NA,99,6,4,74,32,Democrat,1,74,32,0,NA,Didn't Vote,2016
26,Male,Black,1,1.8681,Another Democrat,1,7,7,7,100,100,Democrat,1,100,100,1,Democrat,Loser,2016
68,Male,White,17,0.6438,Donald Trump,1,6,6,1,16,70,Republican,0,70,16,1,Republican,Winner,2016
31,Male,White,13,0.4599,Didn't Vote,NA,4,6,2,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
87,Female,White,18,0.4857,Marco Rubio,1,6,6,2,0,70,Republican,0,70,0,1,Republican,Loser,2016
22,Male,White,15,2.489,Didn't Vote,NA,5,2,6,87,2,Independent,0,NA,NA,0,NA,Didn't Vote,2016
56,Female,White,21,1.6209,A Third Party Candidate,1,4,7,1,0,0,Other,0,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
32,Female,White,28,0.8402,Didn't Vote,NA,1,7,3,75,15,Democrat,0,75,15,0,NA,Didn't Vote,2016
63,Male,White,28,0.9796,John Kasich,1,5,6,2,40,30,Republican,0,30,40,1,Republcian,Voted in Other Party Primary,2016
40,Female,Other,3,3.1537,Hillary Clinton,1,99,5,3,100,50,Democrat,1,100,50,1,Democrat,Winner,2016
33,Other/Refused,White,3,0.3777,Bernie Sanders,1,1,6,3,65,2,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
55,Female,White,15,1.5352,Didn't Vote,NA,4,2,4,10,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
27,Male,Other,13,2.5563,Didn't Vote,NA,99,2,2,7,16,Independent,0,NA,NA,0,NA,Didn't Vote,2016
55,Male,White,NA,0.5394,John Kasich,1,4,6,2,32,71,Republican,NA,71,32,1,Republcian,Voted in Other Party Primary,2016
69,Male,White,16,1.4994,Ted Cruz,1,6,5,1,0,85,Republican,0,85,0,1,Republican,Loser,2016
86,Female,Black,15,2.561,Hillary Clinton,1,4,6,4,86,0,Democrat,0,86,0,1,Democrat,Winner,2016
80,Female,White,13,1.2985,Donald Trump,1,6,6,1,15,85,Republican,0,85,15,1,Republican,Winner,2016
51,Female,Other,28,0.8693,Bernie Sanders,1,2,7,3,80,15,Democrat,0,80,15,1,Democrat,Loser,2016
61,Female,White,8,0.8548,Didn't Vote,NA,3,7,1,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
NA,Female,NA,NA,0.6735,Didn't Vote,NA,6,4,4,45,50,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
63,Male,Black,12,1.3445,Hillary Clinton,1,3,6,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2016
71,Male,White,17,0.5224,Hillary Clinton,1,4,7,2,62,18,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Male,White,23,0.5174,Didn't Vote,NA,4,4,6,85,40,Democrat,0,85,40,0,NA,Didn't Vote,2016
61,Female,Other,12,0.8027,Didn't Vote,NA,4,6,2,50,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
62,Male,White,13,0.6814,Didn't Vote,NA,6,6,1,0,90,Republican,0,90,0,0,NA,Didn't Vote,2016
71,Male,White,15,0.3551,Donald Trump,1,6,6,2,40,60,Republican,0,60,40,1,Republican,Winner,2016
34,Female,White,17,0.7711,Didn't Vote,NA,2,7,4,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2016
25,Male,Other,7,0.5829,Didn't Vote,NA,4,3,5,51,51,Democrat,1,51,51,0,NA,Didn't Vote,2016
61,Male,White,21,0.3459,Didn't Vote,NA,2,6,2,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016
49,Female,White,9,0.8401,Didn't Vote,NA,6,5,1,1,45,Independent,1,NA,NA,0,NA,Didn't Vote,2016
61,Female,Other,9,1.2225,Didn't Vote,NA,6,6,1,0,85,Republican,1,85,0,0,NA,Didn't Vote,2016
90,Other/Refused,Other,1,1.2051,A Third Party Candidate,1,99,4,4,60,0,Independent,1,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
39,Male,White,23,0.824,Ted Cruz,1,6,5,2,16,46,Republican,0,46,16,1,Republican,Loser,2016
20,Female,White,27,1.6164,Bernie Sanders,1,1,7,5,50,0,Other,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
30,Female,Black,11,0.5513,Hillary Clinton,1,99,4,4,97,75,Democrat,1,97,75,1,Democrat,Winner,2016
72,Male,White,15,0.3852,Didn't Vote,NA,7,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2016
76,Male,White,28,0.6115,Hillary Clinton,1,2,6,3,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
NA,Male,White,NA,0.6799,Donald Trump,1,4,4,4,15,85,Republican,NA,85,15,1,Republican,Winner,2016
NA,Female,White,23,0.7424,Donald Trump,1,7,6,1,30,70,Republican,0,70,30,1,Republican,Winner,2016
41,Male,Black,23,1.3759,Didn't Vote,NA,2,6,2,70,0,Democrat,0,70,0,0,NA,Didn't Vote,2016
50,Female,Black,22,0.6533,Hillary Clinton,1,99,2,4,100,1,Democrat,0,100,1,1,Democrat,Winner,2016
73,Female,White,10,0.4857,Bernie Sanders,1,1,6,3,71,30,Democrat,1,71,30,1,Democrat,Loser,2016
32,Male,White,8,2.0446,Didn't Vote,NA,99,6,2,75,50,Democrat,1,75,50,0,NA,Didn't Vote,2016
67,Male,Other,27,0.9068,Ted Cruz,1,6,5,2,50,85,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
62,Male,White,19,2.5001,Bernie Sanders,1,5,5,3,32,31,Democrat,0,32,31,1,Democrat,Loser,2016
56,Female,White,3,0.3997,Didn't Vote,NA,3,6,3,60,41,Independent,1,NA,NA,0,NA,Didn't Vote,2016
24,Male,White,1,0.4764,Didn't Vote,NA,2,6,2,85,1,Independent,1,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,19,0.8375,Ted Cruz,1,6,6,2,1,62,Republican,0,62,1,1,Republican,Loser,2016
34,Female,White,2,2.4906,Didn't Vote,NA,99,5,3,60,0,Democrat,1,60,0,0,NA,Didn't Vote,2016
20,Female,White,1,0.7592,Didn't Vote,NA,4,4,3,69,46,Republican,1,46,69,0,NA,Didn't Vote,2016
70,Female,White,3,0.3686,Didn't Vote,NA,4,7,2,50,19,Independent,1,NA,NA,0,NA,Didn't Vote,2016
57,Male,White,27,0.5067,Hillary Clinton,1,2,7,2,95,0,Democrat,0,95,0,1,Democrat,Winner,2016
54,Female,White,17,0.9217,Didn't Vote,NA,4,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
35,Female,White,14,0.3839,Hillary Clinton,1,3,6,2,65,45,Democrat,0,65,45,1,Democrat,Winner,2016
53,Male,Black,1,1.9114,Didn't Vote,NA,99,2,3,71,53,Independent,1,NA,NA,0,NA,Didn't Vote,2016
67,Female,Other,27,0.7581,Hillary Clinton,1,99,6,2,77,40,Democrat,0,77,40,1,Democrat,Winner,2016
21,Female,White,10,1.7299,Didn't Vote,NA,99,2,6,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
20,Female,Other,17,1.593,Didn't Vote,NA,4,4,4,88,16,Democrat,0,88,16,0,NA,Didn't Vote,2016
23,Male,White,9,1.2132,Didn't Vote,NA,4,4,4,15,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016
40,Female,White,21,0.8131,Didn't Vote,NA,4,6,2,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
58,Female,White,12,0.3837,Ted Cruz,1,6,6,2,30,100,Republican,0,100,30,1,Republican,Loser,2016
81,Female,White,3,0.6086,Donald Trump,1,6,6,2,3,73,Republican,1,73,3,1,Republican,Winner,2016
61,Female,Black,2,0.576,Hillary Clinton,1,99,4,5,86,41,Democrat,1,86,41,1,Democrat,Winner,2016
55,Female,White,11,0.6316,Didn't Vote,NA,99,3,5,50,50,Republican,1,50,50,0,NA,Didn't Vote,2016
58,Female,White,13,0.6727,Didn't Vote,NA,99,1,4,84,0,Other,0,NA,NA,0,NA,Didn't Vote,2016
40,Female,White,NA,0.9848,Donald Trump,1,6,6,2,15,70,Republican,NA,70,15,1,Republican,Winner,2016
62,Female,White,9,0.7606,Marco Rubio,1,7,7,1,0,85,Republican,1,85,0,1,Republican,Loser,2016
36,Female,White,21,0.8795,Hillary Clinton,1,4,6,2,70,60,Democrat,0,70,60,1,Democrat,Winner,2016
25,Male,Black,5,0.5649,Didn't Vote,NA,2,6,3,32,5,Democrat,1,32,5,0,NA,Didn't Vote,2016
62,Other/Refused,Other,NA,1.2444,Didn't Vote,NA,4,5,2,14,69,Republican,NA,69,14,0,NA,Didn't Vote,2016
57,Female,White,11,1.0152,Didn't Vote,NA,99,5,2,15,40,Democrat,1,15,40,0,NA,Didn't Vote,2016
71,Female,White,8,0.6436,Hillary Clinton,1,99,2,5,70,40,Democrat,1,70,40,1,Democrat,Winner,2016
63,Male,White,23,0.7407,Donald Trump,1,6,5,2,0,40,Republican,0,40,0,1,Republican,Winner,2016
23,Male,White,17,1.3576,Didn't Vote,NA,6,2,1,31,31,Independent,0,NA,NA,0,NA,Didn't Vote,2016
34,Male,White,23,2.4976,Didn't Vote,NA,3,2,6,40,15,Republican,0,15,40,0,NA,Didn't Vote,2016
20,Female,White,17,3.0883,Ted Cruz,1,99,5,2,30,60,Republican,0,60,30,1,Republican,Loser,2016
32,Male,White,23,0.4232,Didn't Vote,NA,5,4,3,1,1,Independent,0,NA,NA,0,NA,Didn't Vote,2016
39,Female,Other,24,1.3356,Hillary Clinton,1,99,5,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
59,Male,White,22,1.294,Didn't Vote,NA,99,4,4,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016
NA,Male,White,NA,1.0659,Didn't Vote,NA,3,6,2,70,0,Democrat,NA,70,0,0,NA,Didn't Vote,2016
52,Female,White,21,0.8184,Another Republican,1,7,6,1,0,85,Republican,0,85,0,1,Republican,Loser,2016
65,Female,Black,23,0.4715,Hillary Clinton,1,99,2,4,85,40,Democrat,0,85,40,1,Democrat,Winner,2016
21,Female,Other,9,1.6455,Didn't Vote,NA,4,5,3,59,15,Democrat,1,59,15,0,NA,Didn't Vote,2016
34,Female,Other,18,0.7387,Didn't Vote,NA,4,5,3,0,15,Republican,0,15,0,0,NA,Didn't Vote,2016
60,Female,White,15,0.8221,Didn't Vote,NA,5,7,1,50,60,Republican,0,60,50,0,NA,Didn't Vote,2016
63,Female,White,12,1.5066,Donald Trump,1,6,6,1,11,60,Republican,0,60,11,1,Republican,Winner,2016
41,Male,White,9,2.417,Didn't Vote,NA,-9,2,6,70,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
57,Female,White,21,1.5243,Bernie Sanders,1,99,7,1,50,70,Republican,0,70,50,1,Democrat,Voted in Other Party Primary,2016
51,Female,Other,1,3.1023,Didn't Vote,NA,99,7,1,100,30,Democrat,1,100,30,0,NA,Didn't Vote,2016
67,Male,White,27,0.6129,Hillary Clinton,1,4,6,3,70,30,Democrat,0,70,30,1,Democrat,Winner,2016
29,Female,White,13,0.8289,Hillary Clinton,1,2,6,3,70,20,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
66,Male,White,12,0.6925,Didn't Vote,NA,4,6,1,0,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
21,Male,White,11,1.5932,Didn't Vote,NA,99,4,4,0,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
NA,Male,White,NA,0.3723,Didn't Vote,NA,4,6,1,2,8,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
58,Female,White,17,0.9372,Didn't Vote,NA,99,4,4,50,50,Other,0,NA,NA,0,NA,Didn't Vote,2016
61,Male,White,11,0.4329,Didn't Vote,NA,5,6,2,61,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
31,Female,Black,3,0.3665,Bernie Sanders,1,99,6,1,50,0,Democrat,1,50,0,1,Democrat,Loser,2016
21,Female,Other,22,2.996,Hillary Clinton,1,4,6,2,50,50,Democrat,0,50,50,1,Democrat,Winner,2016
35,Male,White,22,1.3723,Didn't Vote,NA,4,4,4,51,51,Independent,0,NA,NA,0,NA,Didn't Vote,2016
30,Male,White,18,0.6668,Didn't Vote,NA,7,7,2,19,64,Republican,0,64,19,0,NA,Didn't Vote,2016
NA,Female,NA,NA,0.3808,Bernie Sanders,1,99,7,2,100,30,Democrat,NA,100,30,1,Democrat,Loser,2016
52,Male,Black,7,0.7275,Didn't Vote,NA,4,1,7,100,1,Democrat,1,100,1,0,NA,Didn't Vote,2016
88,Male,White,14,0.6438,John Kasich,1,7,4,1,0,40,Republican,0,40,0,1,Republcian,Voted in Other Party Primary,2016
57,Female,White,17,0.9151,Donald Trump,1,6,6,1,0,90,Republican,0,90,0,1,Republican,Winner,2016
60,Male,White,17,0.7894,Didn't Vote,NA,4,6,2,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
64,Female,White,15,0.69,Didn't Vote,NA,3,5,3,85,50,Democrat,0,85,50,0,NA,Didn't Vote,2016
63,Male,White,15,0.3348,Didn't Vote,NA,6,5,1,12,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
41,Female,White,27,0.7407,Didn't Vote,NA,2,7,2,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2016
62,Female,White,25,0.718,Donald Trump,1,6,5,1,15,60,Republican,0,60,15,1,Republican,Winner,2016
29,Female,White,21,0.9037,Bernie Sanders,1,4,6,1,40,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
66,Male,White,26,0.7212,John Kasich,1,5,6,2,50,30,Republican,0,30,50,1,Republcian,Voted in Other Party Primary,2016
83,Male,Black,17,1.0147,Hillary Clinton,1,4,6,2,60,30,Democrat,0,60,30,1,Democrat,Winner,2016
49,Male,Other,19,1.0914,Ted Cruz,1,7,6,1,0,100,Republican,0,100,0,1,Republican,Loser,2016
65,Male,White,20,0.4939,Donald Trump,1,99,4,1,0,40,Republican,0,40,0,1,Republican,Winner,2016
37,Female,White,16,0.8377,Bernie Sanders,1,2,7,2,98,24,Democrat,0,98,24,1,Democrat,Loser,2016
30,Male,Other,1,1.7037,Didn't Vote,NA,99,4,4,70,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
71,Male,Other,2,0.787,Didn't Vote,NA,99,6,2,70,NA,Republican,1,NA,70,0,NA,Didn't Vote,2016
56,Female,White,26,0.8864,Hillary Clinton,1,3,6,3,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
53,Female,White,20,0.91,Didn't Vote,NA,3,6,2,65,41,Independent,0,NA,NA,0,NA,Didn't Vote,2016
64,Male,White,20,0.8658,Hillary Clinton,1,4,7,2,60,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
60,Male,White,24,0.7153,Bernie Sanders,1,6,5,2,31,61,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Female,White,11,0.8699,Hillary Clinton,1,4,1,7,0,85,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
57,Female,White,6,0.7115,Didn't Vote,NA,99,4,4,50,50,NA,1,NA,NA,0,NA,NA,2016
33,Female,White,14,0.8377,Didn't Vote,NA,5,6,2,73,41,Republican,0,41,73,0,NA,Didn't Vote,2016
72,Female,White,4,0.6856,Didn't Vote,NA,6,6,2,85,85,Democrat,1,85,85,0,NA,Didn't Vote,2016
71,Female,White,13,0.9969,Didn't Vote,NA,6,7,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
37,Male,White,21,0.7833,Didn't Vote,NA,99,5,1,30,70,Republican,0,70,30,0,NA,Didn't Vote,2016
37,Male,Other,6,4.7482,Didn't Vote,NA,99,2,2,40,70,Democrat,1,40,70,0,NA,Didn't Vote,2016
69,Female,White,24,0.7222,Hillary Clinton,1,2,6,2,100,40,Democrat,0,100,40,1,Democrat,Winner,2016
30,Male,White,22,0.5345,Didn't Vote,NA,4,6,2,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
21,Female,Other,7,0.9052,Didn't Vote,NA,4,6,2,60,60,Democrat,1,60,60,0,NA,Didn't Vote,2016
45,Male,Other,18,1.4408,Didn't Vote,NA,4,6,4,69,51,Democrat,0,69,51,0,NA,Didn't Vote,2016
40,Female,Other,9,1.1495,Didn't Vote,NA,4,6,2,70,50,Democrat,1,70,50,0,NA,Didn't Vote,2016
49,Female,Black,9,0.5816,Didn't Vote,NA,99,1,4,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
57,Male,White,25,0.9579,Donald Trump,1,4,6,2,1,64,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
25,Female,White,8,0.3777,Bernie Sanders,1,2,7,3,69,30,Democrat,1,69,30,1,Democrat,Loser,2016
35,Female,White,26,0.8626,Ted Cruz,1,6,2,2,38,39,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
33,Male,Other,27,2.1034,Didn't Vote,NA,2,7,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2016
41,Female,White,12,0.8068,John Kasich,1,4,6,2,67,28,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
67,Female,White,22,0.431,Didn't Vote,NA,2,6,3,42,24,Democrat,0,42,24,0,NA,Didn't Vote,2016
27,Male,White,16,0.9103,Didn't Vote,NA,6,2,6,30,70,Republican,0,70,30,0,NA,Didn't Vote,2016
47,Female,White,7,0.8874,Didn't Vote,NA,1,7,2,70,40,Democrat,1,70,40,0,NA,Didn't Vote,2016
23,Female,White,17,0.8181,Didn't Vote,NA,99,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
NA,Female,Other,17,2.6814,Donald Trump,1,6,3,1,40,60,Republican,0,60,40,1,Republican,Winner,2016
18,Male,White,17,1.9516,Didn't Vote,NA,4,3,6,50,70,Republican,0,70,50,0,NA,Didn't Vote,2016
35,Male,Other,18,0.7831,Didn't Vote,NA,5,6,1,10,85,Other,0,NA,NA,0,NA,Didn't Vote,2016
53,Female,Other,25,0.6617,Didn't Vote,NA,2,6,1,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2016
62,Female,White,19,1.4356,Hillary Clinton,1,99,5,4,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
25,Male,White,4,0.5062,Didn't Vote,NA,4,6,2,0,85,Republican,1,85,0,0,NA,Didn't Vote,2016
72,Female,White,27,0.7424,Bernie Sanders,1,4,7,1,61,17,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
22,Male,White,14,1.5271,Donald Trump,1,5,6,2,30,80,Republican,0,80,30,1,Republican,Winner,2016
45,Female,Other,13,0.4566,Didn't Vote,NA,2,6,2,75,0,Democrat,0,75,0,0,NA,Didn't Vote,2016
NA,Male,Other,NA,0.5788,Didn't Vote,NA,4,7,2,30,70,Republican,NA,70,30,0,NA,Didn't Vote,2016
33,Male,Other,3,0.4918,Didn't Vote,NA,99,4,4,51,51,Independent,1,NA,NA,0,NA,Didn't Vote,2016
52,Female,Other,16,0.8769,Another Republican,1,3,6,1,0,100,Democrat,0,0,100,1,Republican,Voted in Other Party Primary,2016
49,Female,Other,NA,1.15,Didn't Vote,NA,99,5,6,70,15,Democrat,NA,70,15,0,NA,Didn't Vote,2016
18,Female,Other,11,1.2566,Didn't Vote,NA,6,6,4,60,0,Democrat,1,60,0,0,NA,Didn't Vote,2016
21,Female,Other,22,2.1284,Didn't Vote,NA,6,2,6,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2016
46,Male,White,17,0.4865,Didn't Vote,NA,6,7,1,0,0,Other,0,NA,NA,0,NA,Didn't Vote,2016
55,Male,Other,21,1.8624,Ted Cruz,1,6,4,1,30,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
50,Male,White,23,0.9579,Didn't Vote,NA,4,5,3,50,NA,Democrat,0,50,NA,0,NA,Didn't Vote,2016
64,Male,White,NA,0.6476,Didn't Vote,NA,6,7,1,15,70,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
41,Female,White,7,0.89,Didn't Vote,NA,4,7,1,35,36,Independent,1,NA,NA,0,NA,Didn't Vote,2016
31,Male,White,27,0.7091,Didn't Vote,NA,5,6,2,30,30,Republican,0,30,30,0,NA,Didn't Vote,2016
82,Female,White,20,0.8856,Didn't Vote,NA,4,2,6,40,70,Republican,0,70,40,0,NA,Didn't Vote,2016
58,Male,White,17,0.6135,Donald Trump,1,6,5,2,30,70,Republican,0,70,30,1,Republican,Winner,2016
68,Female,White,13,0.3492,Hillary Clinton,1,5,4,6,85,50,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
