age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
37,Male,White,27,0.4498,Bernie Sanders,1,2,6,2,85,15,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
66,Female,White,21,1.3139,Another Republican,1,99,6,3,70,100,Republican,0,100,70,1,Republican,Loser,2016
46,Female,White,17,1.6128,Didn't Vote,NA,5,6,2,15,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
32,Female,White,23,0.8674,John Kasich,1,3,7,1,50,35,Democrat,0,50,35,1,Republcian,Voted in Other Party Primary,2016
52,Female,White,23,0.8707,Bernie Sanders,1,6,5,2,30,30,Democrat,0,30,30,1,Democrat,Loser,2016
65,Female,White,17,1.5906,Didn't Vote,NA,99,6,2,30,50,Republican,0,50,30,0,NA,Didn't Vote,2016
39,Female,White,11,0.7229,Didn't Vote,NA,5,5,5,50,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
58,Female,White,13,1.69,Didn't Vote,NA,99,6,4,48,40,Democrat,0,48,40,0,NA,Didn't Vote,2016
59,Male,White,19,1.2186,John Kasich,1,5,2,4,50,30,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
69,Male,Other,11,1.0532,Bernie Sanders,1,3,7,4,85,1,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
69,Male,White,10,0.6438,John Kasich,1,6,5,1,15,50,Republican,1,50,15,1,Republcian,Voted in Other Party Primary,2016
18,Other/Refused,White,23,1.6438,Didn't Vote,NA,99,3,4,0,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
69,Male,White,14,0.6254,Hillary Clinton,1,4,4,5,60,60,Democrat,0,60,60,1,Democrat,Winner,2016
26,Other/Refused,Other,7,1.3358,Didn't Vote,NA,-9,6,2,70,70,Democrat,1,70,70,0,NA,Didn't Vote,2016
19,Male,Other,7,2.178,Didn't Vote,NA,3,6,2,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2016
49,Male,White,14,0.9713,Donald Trump,1,5,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016
56,Female,White,27,1.3996,Didn't Vote,NA,3,6,2,60,39,Independent,0,NA,NA,0,NA,Didn't Vote,2016
75,Male,Other,7,2.9657,Bernie Sanders,1,3,6,2,15,0,Other,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
32,Female,Other,15,0.7161,Hillary Clinton,1,7,-9,7,99,NA,Democrat,0,99,NA,1,Democrat,Winner,2016
61,Female,White,26,0.8001,Donald Trump,1,6,6,1,15,70,Republican,0,70,15,1,Republican,Winner,2016
68,Female,White,1,0.69,Didn't Vote,NA,4,3,5,60,15,Democrat,1,60,15,0,NA,Didn't Vote,2016
43,Male,White,25,0.7178,Didn't Vote,NA,2,7,3,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2016
46,Female,White,NA,2.7188,Didn't Vote,NA,99,7,1,41,61,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
26,Female,Black,6,0.3747,Hillary Clinton,1,99,2,6,100,40,Democrat,1,100,40,1,Democrat,Winner,2016
46,Male,White,21,0.5427,Didn't Vote,NA,4,6,1,0,40,Republican,0,40,0,0,NA,Didn't Vote,2016
29,Male,White,9,0.4304,Bernie Sanders,1,3,7,2,1,7,Democrat,1,1,7,1,Democrat,Loser,2016
47,Male,White,1,0.6442,Didn't Vote,NA,99,1,1,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
40,Male,White,15,0.4498,Another Republican,1,5,7,1,16,60,Republican,0,60,16,1,Republican,Loser,2016
37,Female,White,28,0.8626,Didn't Vote,NA,7,7,2,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
58,Male,Other,18,2.2543,Didn't Vote,NA,99,2,6,80,75,Democrat,0,80,75,0,NA,Didn't Vote,2016
NA,Female,Other,NA,0.343,Hillary Clinton,1,99,6,2,60,30,Independent,NA,NA,NA,1,Democrat,Voted in Other Party Primary,2016
59,Female,White,NA,0.9279,Didn't Vote,NA,5,6,2,50,56,Republican,NA,56,50,0,NA,Didn't Vote,2016
44,Male,White,13,0.9414,Didn't Vote,NA,5,2,5,40,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Female,White,13,0.4512,Bernie Sanders,1,4,2,4,100,1,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
65,Male,White,9,1.4768,Ted Cruz,1,6,2,1,50,50,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
39,Male,White,18,1.2901,Didn't Vote,NA,4,2,6,76,35,Democrat,0,76,35,0,NA,Didn't Vote,2016
43,Female,White,18,0.8631,Didn't Vote,NA,6,4,2,8,42,Republican,0,42,8,0,NA,Didn't Vote,2016
20,Female,Other,5,2.1594,Didn't Vote,NA,4,4,4,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
26,Male,White,9,0.398,Didn't Vote,NA,2,6,2,70,20,Democrat,1,70,20,0,NA,Didn't Vote,2016
59,Female,White,7,1.1623000000000001,Bernie Sanders,1,2,6,2,100,0,Democrat,1,100,0,1,Democrat,Loser,2016
65,Male,White,28,0.8538,Didn't Vote,NA,1,7,3,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
57,Female,White,19,2.5785,Donald Trump,1,99,1,1,1,97,Republican,0,97,1,1,Republican,Winner,2016
24,Male,White,17,1.0891,Hillary Clinton,1,4,7,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
23,Female,White,1,0.3777,Didn't Vote,NA,6,6,1,0,70,Republican,1,70,0,0,NA,Didn't Vote,2016
30,Female,Other,6,0.4447,Didn't Vote,NA,99,4,3,40,85,Republican,1,85,40,0,NA,Didn't Vote,2016
58,Female,Black,9,0.4194,Didn't Vote,NA,99,4,4,70,70,Democrat,1,70,70,0,NA,Didn't Vote,2016
78,Female,White,10,0.4082,Didn't Vote,NA,6,5,1,0,0,Republican,1,0,0,0,NA,Didn't Vote,2016
47,Female,White,25,1.0139,Didn't Vote,NA,4,7,2,50,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
72,Female,White,24,0.6495,Hillary Clinton,1,2,7,2,85,61,Democrat,0,85,61,1,Democrat,Winner,2016
55,Male,White,14,1.1862,Didn't Vote,NA,4,4,4,51,52,Republican,0,52,51,0,NA,Didn't Vote,2016
47,Male,White,26,1.0613,Hillary Clinton,1,3,6,3,65,40,Democrat,0,65,40,1,Democrat,Winner,2016
41,Female,White,16,1.0139,Bernie Sanders,1,1,7,5,0,0,Other,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
39,Female,Black,11,3.1175,Didn't Vote,NA,99,7,2,99,50,Democrat,1,99,50,0,NA,Didn't Vote,2016
19,Male,White,1,0.8269,Didn't Vote,NA,4,6,2,85,75,Independent,1,NA,NA,0,NA,Didn't Vote,2016
59,Male,Black,9,0.8568,Hillary Clinton,1,99,4,5,50,60,Republican,1,60,50,1,Democrat,Voted in Other Party Primary,2016
48,Male,White,19,0.998,Donald Trump,1,5,6,1,50,50,Republican,0,50,50,1,Republican,Winner,2016
53,Male,White,22,3.4171,Didn't Vote,NA,99,2,4,50,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
41,Female,White,8,1.0281,Didn't Vote,NA,4,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Male,White,25,0.9579,John Kasich,1,5,7,2,16,60,Republican,0,60,16,1,Republcian,Voted in Other Party Primary,2016
80,Male,White,17,1.3015,Donald Trump,1,6,6,2,32,84,Republican,0,84,32,1,Republican,Winner,2016
71,Male,White,13,1.2461,Donald Trump,1,6,7,3,0,70,Republican,0,70,0,1,Republican,Winner,2016
53,Male,White,20,0.9347,Didn't Vote,NA,4,3,5,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
30,Male,Black,12,0.384,Hillary Clinton,1,1,6,2,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
60,Male,Black,NA,1.0799,Didn't Vote,NA,99,5,3,60,40,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
72,Male,White,24,0.3648,John Kasich,1,5,7,1,30,70,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
NA,Male,White,15,1.1378,Didn't Vote,NA,6,4,1,0,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
29,Female,White,18,0.9103,Didn't Vote,NA,4,7,2,40,40,Other,0,NA,NA,0,NA,Didn't Vote,2016
68,Female,White,7,0.8071,Ted Cruz,1,99,6,2,31,61,Republican,1,61,31,1,Republican,Loser,2016
55,Male,White,17,1.0288,Didn't Vote,NA,4,4,2,30,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
31,Male,NA,19,0.7378,Didn't Vote,NA,6,5,1,0,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
NA,Female,White,NA,1.5553,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
32,Female,Other,11,0.4447,Hillary Clinton,1,2,7,2,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
35,Male,White,15,0.807,Another Republican,1,4,4,2,30,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
43,Female,White,21,1.7986,Didn't Vote,NA,4,6,2,50,15,Republican,0,15,50,0,NA,Didn't Vote,2016
31,Female,White,11,0.3695,Didn't Vote,NA,99,4,4,25,78,Republican,1,78,25,0,NA,Didn't Vote,2016
54,Male,White,24,0.9012,Donald Trump,1,4,5,1,45,69,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
22,Female,White,7,1.5501,Didn't Vote,NA,7,6,2,NA,NA,Republican,1,NA,NA,0,NA,Didn't Vote,2016
65,Male,White,27,0.6254,Hillary Clinton,1,2,6,3,85,60,Democrat,0,85,60,1,Democrat,Winner,2016
28,Male,White,19,0.8393,Didn't Vote,NA,3,7,2,100,15,Democrat,0,100,15,0,NA,Didn't Vote,2016
50,Male,White,20,2.7045,Didn't Vote,NA,4,2,3,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2016
21,Female,Black,3,2.113,Didn't Vote,NA,99,3,7,50,85,Republican,1,85,50,0,NA,Didn't Vote,2016
63,Female,White,19,0.8664,Donald Trump,1,7,6,1,30,85,Republican,0,85,30,1,Republican,Winner,2016
66,Female,White,14,1.6065,Ted Cruz,1,7,6,1,53,85,Republican,0,85,53,1,Republican,Loser,2016
42,Male,Black,16,3.5861,Didn't Vote,NA,99,6,4,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2016
19,Male,White,11,2.641,Bernie Sanders,1,2,7,4,88,16,Democrat,1,88,16,1,Democrat,Loser,2016
59,Female,White,NA,0.7598,Didn't Vote,NA,5,6,2,70,30,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
34,Male,White,27,0.7397,Didn't Vote,NA,3,7,3,50,23,Independent,0,NA,NA,0,NA,Didn't Vote,2016
27,Male,White,7,0.6842,Didn't Vote,NA,99,3,6,15,100,Republican,1,100,15,0,NA,Didn't Vote,2016
23,Male,White,5,0.8503,Bernie Sanders,1,99,7,1,85,30,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
49,Male,White,27,0.9579,Ted Cruz,1,6,7,1,30,60,Republican,0,60,30,1,Republican,Loser,2016
65,Male,White,NA,0.629,Hillary Clinton,1,4,6,3,70,15,Democrat,NA,70,15,1,Democrat,Winner,2016
33,Female,White,23,0.8269,Hillary Clinton,1,2,7,3,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
58,Female,White,22,1.1581,Hillary Clinton,1,99,4,4,70,50,Democrat,0,70,50,1,Democrat,Winner,2016
59,Female,White,19,0.3837,Didn't Vote,NA,5,6,2,30,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
NA,Male,White,NA,0.6845,Didn't Vote,NA,99,7,3,30,0,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
44,Female,White,20,1.6371,Bernie Sanders,1,2,6,5,30,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
38,Male,White,7,0.7366,Didn't Vote,NA,99,4,4,0,0,Other,1,NA,NA,0,NA,Didn't Vote,2016
65,Male,Black,14,0.4729,Hillary Clinton,1,99,6,2,70,31,Democrat,0,70,31,1,Democrat,Winner,2016
56,Female,White,14,1.5229,Didn't Vote,NA,6,6,1,15,85,Republican,0,85,15,0,NA,Didn't Vote,2016
45,Male,White,13,2.0011,Didn't Vote,NA,2,6,5,NA,NA,Independent,0,NA,NA,0,NA,Didn't Vote,2016
21,Female,Other,1,2.1148,Didn't Vote,NA,6,4,4,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
67,Female,White,21,0.8491,Marco Rubio,1,6,5,1,0,60,Republican,0,60,0,1,Republican,Loser,2016
58,Female,Black,15,0.7886,Hillary Clinton,1,4,7,3,80,15,Democrat,0,80,15,1,Democrat,Winner,2016
66,Male,White,11,0.5783,Didn't Vote,NA,4,3,4,85,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016
37,Female,Black,5,0.8385,Didn't Vote,NA,1,7,1,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
27,Male,White,18,1.2421,Donald Trump,1,7,4,1,0,90,Republican,0,90,0,1,Republican,Winner,2016
30,Female,White,11,1.5075,Didn't Vote,NA,99,1,4,84,51,Independent,1,NA,NA,0,NA,Didn't Vote,2016
78,Male,White,20,0.3447,Hillary Clinton,1,2,7,2,70,11,Democrat,0,70,11,1,Democrat,Winner,2016
26,Male,White,14,0.7803,Didn't Vote,NA,6,7,2,85,31,Democrat,0,85,31,0,NA,Didn't Vote,2016
40,Female,White,20,0.8438,Another Republican,1,5,6,3,0,NA,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
70,Male,White,19,0.6324,Hillary Clinton,1,3,6,2,70,15,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
63,Male,White,1,0.8285,Didn't Vote,NA,2,7,2,85,3,Independent,1,NA,NA,0,NA,Didn't Vote,2016
67,Female,White,1,0.8126,Donald Trump,1,4,6,2,15,15,Republican,1,15,15,1,Republican,Winner,2016
38,Female,White,24,0.8361,Didn't Vote,NA,4,4,3,50,51,Other,0,NA,NA,0,NA,Didn't Vote,2016
59,Male,White,26,1.7066,Bernie Sanders,1,4,6,2,50,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
86,Female,White,13,0.5828,Didn't Vote,NA,5,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
45,Female,White,23,1.4549,Donald Trump,1,4,5,1,40,85,Republican,0,85,40,1,Republican,Winner,2016
NA,Female,Other,NA,0.7057,Didn't Vote,NA,5,6,1,40,60,Republican,NA,60,40,0,NA,Didn't Vote,2016
63,Male,Black,2,0.49370000000000003,Didn't Vote,NA,99,7,2,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
66,Female,White,21,0.8742,Donald Trump,1,6,6,2,15,85,Republican,0,85,15,1,Republican,Winner,2016
41,Female,White,NA,0.861,Didn't Vote,NA,4,6,2,34,57,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
46,Female,Other,5,0.4189,Didn't Vote,NA,99,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Male,White,25,0.9579,Didn't Vote,NA,4,6,3,40,40,Republican,0,40,40,0,NA,Didn't Vote,2016
65,Male,White,14,0.9796,Didn't Vote,NA,99,3,4,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2016
73,Female,White,15,0.8126,Another Democrat,1,6,6,2,15,85,Democrat,0,15,85,1,Democrat,Loser,2016
55,Male,White,13,0.9576,Didn't Vote,NA,4,2,6,30,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
26,Female,Other,15,0.8361,Didn't Vote,NA,5,7,1,0,15,Republican,0,15,0,0,NA,Didn't Vote,2016
47,Female,White,1,1.162,Bernie Sanders,1,4,5,1,30,70,Democrat,1,30,70,1,Democrat,Loser,2016
69,Male,White,20,0.3795,Didn't Vote,NA,6,5,2,30,71,Republican,0,71,30,0,NA,Didn't Vote,2016
41,Female,Black,3,1.2,Hillary Clinton,1,99,2,6,100,30,Democrat,1,100,30,1,Democrat,Winner,2016
67,Female,Black,3,0.4942,Didn't Vote,NA,6,5,4,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2016
54,Male,White,19,0.9278,Ted Cruz,1,6,6,2,15,85,Republican,0,85,15,1,Republican,Loser,2016
52,Male,White,23,2.7948,Didn't Vote,NA,6,6,2,0,40,Republican,0,40,0,0,NA,Didn't Vote,2016
50,Female,Black,1,0.5528,Didn't Vote,NA,99,3,6,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2016
56,Female,White,14,0.89,Didn't Vote,NA,4,7,1,16,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
70,Male,White,23,0.3447,Hillary Clinton,1,2,7,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2016
46,Female,Black,6,3.049,Hillary Clinton,1,99,1,2,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
70,Female,NA,9,0.6543,Didn't Vote,NA,4,7,3,60,0,Democrat,1,60,0,0,NA,Didn't Vote,2016
34,Female,White,18,0.9429,Didn't Vote,NA,6,4,2,3,86,Republican,0,86,3,0,NA,Didn't Vote,2016
73,Male,White,12,0.6254,Donald Trump,1,6,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016
60,Male,White,25,0.6438,John Kasich,1,99,7,3,86,NA,Democrat,0,86,NA,1,Republcian,Voted in Other Party Primary,2016
58,Female,White,15,0.9261,Donald Trump,1,6,6,2,50,85,Republican,0,85,50,1,Republican,Winner,2016
33,Male,White,15,0.4382,Didn't Vote,NA,4,2,6,72,40,Democrat,0,72,40,0,NA,Didn't Vote,2016
23,Male,White,9,3.8046,Didn't Vote,NA,3,7,1,4,NA,Independent,1,NA,NA,0,NA,Didn't Vote,2016
29,Male,Other,13,1.4835,Didn't Vote,NA,99,5,4,85,70,Democrat,0,85,70,0,NA,Didn't Vote,2016
31,Female,White,19,0.9508,Didn't Vote,NA,4,6,2,NA,NA,Republican,0,NA,NA,0,NA,Didn't Vote,2016
44,Male,White,22,0.9278,John Kasich,1,5,6,1,1,55,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
20,Male,White,2,3.1733,Didn't Vote,NA,99,5,1,70,0,Democrat,1,70,0,0,NA,Didn't Vote,2016
61,Male,White,21,1.0839,Donald Trump,1,6,5,1,15,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
62,Female,Other,12,0.7585,Didn't Vote,NA,5,5,2,60,70,Republican,0,70,60,0,NA,Didn't Vote,2016
35,Female,Other,13,0.612,Didn't Vote,NA,5,7,4,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
60,Female,White,22,0.3899,Another Republican,1,5,6,1,15,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
58,Male,White,22,1.6882,Donald Trump,1,7,6,1,0,85,Republican,0,85,0,1,Republican,Winner,2016
37,Female,White,1,2.0267,Didn't Vote,NA,99,2,3,30,NA,Democrat,1,30,NA,0,NA,Didn't Vote,2016
40,Female,White,19,0.3985,Bernie Sanders,1,5,7,3,60,61,Republican,0,61,60,1,Democrat,Voted in Other Party Primary,2016
43,Male,White,26,0.9278,Didn't Vote,NA,4,6,2,65,30,Democrat,0,65,30,0,NA,Didn't Vote,2016
61,Female,White,19,1.2219,Didn't Vote,NA,6,2,3,42,60,Democrat,0,42,60,0,NA,Didn't Vote,2016
56,Female,Other,24,0.57,Bernie Sanders,1,3,6,2,60,30,Democrat,0,60,30,1,Democrat,Loser,2016
31,Female,White,26,0.8161,Didn't Vote,NA,2,6,1,85,31,Democrat,0,85,31,0,NA,Didn't Vote,2016
18,Male,White,26,1.4515,Bernie Sanders,1,2,7,2,70,30,Democrat,0,70,30,1,Democrat,Loser,2016
45,Female,White,15,0.9151,Bernie Sanders,1,99,2,6,71,30,Democrat,0,71,30,1,Democrat,Loser,2016
36,Female,White,24,0.6376,Didn't Vote,NA,6,5,2,16,61,Republican,0,61,16,0,NA,Didn't Vote,2016
26,Male,Other,21,0.384,Didn't Vote,NA,4,1,6,64,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,7,0.425,Didn't Vote,NA,4,7,4,60,40,Independent,1,NA,NA,0,NA,Didn't Vote,2016
59,Male,White,6,1.6139,Hillary Clinton,1,2,7,2,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
37,Female,Other,1,2.1469,Didn't Vote,NA,99,4,4,100,40,Democrat,1,100,40,0,NA,Didn't Vote,2016
38,Female,White,12,0.3637,Hillary Clinton,1,5,4,4,17,17,Democrat,0,17,17,1,Democrat,Winner,2016
32,Female,Black,1,0.6285,Donald Trump,1,99,5,5,70,70,Republican,1,70,70,1,Republican,Winner,2016
45,Female,Other,19,0.6767,Donald Trump,1,6,5,1,0,30,Republican,0,30,0,1,Republican,Winner,2016
20,Male,White,28,1.4915,Didn't Vote,NA,99,7,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2016
90,Female,White,13,0.418,Donald Trump,1,5,4,2,52,61,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
46,Female,White,28,0.4468,John Kasich,1,4,6,1,40,61,Republican,0,61,40,1,Republcian,Voted in Other Party Primary,2016
58,Female,Other,23,1.2636,Didn't Vote,NA,4,5,3,40,30,Democrat,0,40,30,0,NA,Didn't Vote,2016
73,Female,White,26,0.3808,Ted Cruz,1,6,5,1,0,72,Republican,0,72,0,1,Republican,Loser,2016
39,Female,White,22,0.961,Didn't Vote,NA,6,6,2,40,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
22,Female,White,24,1.3868,Didn't Vote,NA,3,7,1,68,44,Democrat,0,68,44,0,NA,Didn't Vote,2016
40,Male,White,12,2.0123,Didn't Vote,NA,5,6,2,15,71,Independent,0,NA,NA,0,NA,Didn't Vote,2016
67,Male,White,16,1.2094,Bernie Sanders,1,2,6,2,85,15,Democrat,0,85,15,1,Democrat,Loser,2016
23,Male,Black,1,1.6292,Didn't Vote,NA,99,2,6,85,15,Democrat,1,85,15,0,NA,Didn't Vote,2016
27,Female,Black,8,2.4948,Didn't Vote,NA,99,-9,-9,NA,NA,Democrat,1,NA,NA,0,NA,Didn't Vote,2016
27,Male,Other,14,2.3212,Didn't Vote,NA,99,4,4,40,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
55,Female,White,23,0.8426,Hillary Clinton,1,4,6,3,79,39,Democrat,0,79,39,1,Democrat,Winner,2016
51,Male,White,28,0.6857,Didn't Vote,NA,7,6,1,40,85,Republican,0,85,40,0,NA,Didn't Vote,2016
68,Female,White,20,1.3906,Bernie Sanders,1,99,3,4,NA,NA,Democrat,0,NA,NA,1,Democrat,Loser,2016
54,Male,Black,20,0.9502,Hillary Clinton,1,99,1,7,100,15,Democrat,0,100,15,1,Democrat,Winner,2016
36,Female,Black,15,0.6301,Didn't Vote,NA,2,6,2,99,1,Democrat,0,99,1,0,NA,Didn't Vote,2016
38,Female,White,22,0.87,Didn't Vote,NA,99,4,5,50,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
65,Female,White,1,0.6916,Didn't Vote,NA,4,4,1,70,15,Democrat,1,70,15,0,NA,Didn't Vote,2016
90,Female,White,2,0.6436,Didn't Vote,NA,6,4,2,30,50,Republican,1,50,30,0,NA,Didn't Vote,2016
32,Female,Black,2,0.3017,Didn't Vote,NA,99,6,4,100,85,Democrat,1,100,85,0,NA,Didn't Vote,2016
24,Male,White,13,0.5536,Didn't Vote,NA,5,7,1,15,62,Republican,0,62,15,0,NA,Didn't Vote,2016
66,Female,Other,21,0.6202,Hillary Clinton,1,3,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
45,Female,White,24,0.8419,Hillary Clinton,1,3,7,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2016
NA,Male,White,NA,1.1714,Donald Trump,1,6,6,1,0,70,Republican,NA,70,0,1,Republican,Winner,2016
77,Female,White,15,1.3906,Didn't Vote,NA,6,6,1,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016
50,Male,White,11,1.3891,Didn't Vote,NA,6,5,2,40,70,Republican,1,70,40,0,NA,Didn't Vote,2016
72,Male,White,18,0.5944,Donald Trump,1,6,6,2,0,95,Republican,0,95,0,1,Republican,Winner,2016
28,Female,White,11,1.5558,Didn't Vote,NA,99,4,4,NA,NA,Independent,1,NA,NA,0,NA,Didn't Vote,2016
49,Female,White,17,0.7985,Didn't Vote,NA,3,7,2,80,55,Independent,0,NA,NA,0,NA,Didn't Vote,2016
70,Male,White,23,1.0816,Didn't Vote,NA,7,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2016
33,Female,Other,4,0.4216,Didn't Vote,NA,99,3,4,83,51,Democrat,1,83,51,0,NA,Didn't Vote,2016
24,Female,White,17,1.8843,Didn't Vote,NA,2,6,4,65,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
49,Female,White,16,1.6855,Didn't Vote,NA,4,5,4,70,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
26,Female,White,2,0.3789,Didn't Vote,NA,4,4,4,0,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
37,Male,White,24,0.766,Bernie Sanders,1,3,7,4,70,15,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
50,Male,White,27,3.611,Didn't Vote,NA,99,6,2,60,40,Democrat,0,60,40,0,NA,Didn't Vote,2016
90,Female,White,12,0.4939,Didn't Vote,NA,6,6,2,30,85,Republican,0,85,30,0,NA,Didn't Vote,2016
41,Male,White,17,0.5112,Didn't Vote,NA,4,7,1,60,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
76,Male,Other,12,2.1118,Didn't Vote,NA,99,6,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2016
26,Female,Black,15,0.3747,Bernie Sanders,1,99,2,5,60,0,Democrat,0,60,0,1,Democrat,Loser,2016
44,Other/Refused,Other,17,1.1755,Hillary Clinton,1,99,6,4,90,0,Democrat,0,90,0,1,Democrat,Winner,2016
71,Male,White,12,1.2094,Hillary Clinton,1,2,7,6,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
37,Female,White,24,0.439,Bernie Sanders,1,2,7,3,40,15,Democrat,0,40,15,1,Democrat,Loser,2016
27,Male,Other,11,1.5245,Didn't Vote,NA,99,4,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
54,Female,White,17,0.861,Didn't Vote,NA,6,5,2,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016
58,Male,White,25,1.8726,Didn't Vote,NA,3,7,3,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2016
40,Female,White,24,0.9037,Didn't Vote,NA,3,6,2,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
43,Female,White,18,0.5151,Donald Trump,1,99,4,2,30,85,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
72,Female,White,6,0.3596,Donald Trump,1,6,6,1,15,85,Republican,1,85,15,1,Republican,Winner,2016
42,Female,White,26,0.8438,Didn't Vote,NA,99,4,4,30,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
45,Male,Other,23,0.8342,Didn't Vote,NA,99,3,3,42,39,Independent,0,NA,NA,0,NA,Didn't Vote,2016
68,Male,White,11,0.3084,Donald Trump,1,6,5,1,0,70,Republican,1,70,0,1,Republican,Winner,2016
43,Female,Other,11,2.57,Didn't Vote,NA,3,2,3,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
